name,industry,type,founded,num_employees,revenue,operating_income,net_income,stock price,student_careers_url,pagerank
"PagerDuty, Inc.","Information technology,Incident management,Information technology operations",Public,-1,524,84000000,-1,-1,30.30,,6.02
Palamida,"Open Source License Management,Application lifecycle management",Privately held,-1,-1,-1,-1,-1,-1.00,,-1.0
Palantir Technologies Inc.,Software,Public,-1,0,739000000,-1,-1,0.41,,-1.0
PandaDoc,"Software as a service,SaaS",Private,2013,-1,-1,-1,-1,-1.00,,-1.0
Panic Inc.,"Software,Video game industry,Video games,Consumer electronics",Private,-1,-1,-1,-1,-1,-1.00,,-1.0
"Pano Logic, Inc.","software,Computer software",Private,2006,50,-1,-1,-1,-1.00,,-1.0
Panopto Inc.,"Software,Computer software,blended learning,lecture recording",Private,2007,-1,-1,-1,-1,-1.00,,-1.0
Pantheon,Computer software,Private,-1,100,-1,-1,-1,-1.00,,-1.0
"ParAccel, Inc.","Data warehousing,Enterprise software,Database management,Business analytics",Subsidiary,-1,-1,-1,-1,-1,-1.00,,-1.0
Paracomp,,software,-1,-1,-1,-1,-1,-1.00,,-1.0
Parallels,"Platform virtualization,Virtualization",Subsidiary,-1,800,100000000,-1,-1,-1.00,,-1.0
ParaMind Brainstorming Software,Software,,1980,-1,-1,-1,-1,-1.00,,-1.0
Parasoft,"Computer software,Software testing",Private,1987,-1,-1,-1,-1,-1.00,,-1.0
"'''Passport Software, Inc.'''",Computer software,,-1,-1,-1,-1,-1,-1.00,,-1.0
PathGuide Technologies,Warehouse Management System,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
PathWave Design (formerly EEsof),Electronic Design Automation Software,,-1,-1,-1,-1,-1,-1.00,,-1.0
"Patton Design, Inc.",industrial,,1983,-1,-1,-1,-1,-1.00,,3.71
Paxata,Enterprise analytics software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Peeple,Home security,,-1,-1,-1,-1,-1,-1.00,,-1.0
PeerStream,Computer software,Public,-1,-1,-1,-1,-1,-1.00,,-1.0
Pegasystems Inc.,Software,Public,-1,5000,891600000,-1,10600000,123.69,,-1.0
PeopleDoc,Human Resources Information Technology,Private,2007,240,-1,-1,-1,-1.00,,-1.0
Perceptive Software,"Enterprise Content Management,Document Management",,-1,900,-1,-1,-1,-1.00,,-1.0
"Perforce Software, Inc.","Version control,software,application lifecycle management,repository management developer collaboration tools and,Agile software development,Agile planning,software",Private,-1,250,-1,-1,-1,-1.00,,-1.0
Performance Technologies Inc,"Telecommunications network,Networking,and Communication Devices",Subsidiary,-1,115,-1,-1,-1,-1.00,,-1.0
"PerkinElmer, Inc.",Medtech,Public,-1,13000,2300000000,-1,-1,138.41,,-1.0
Permabit Technology Corporation,Computer data storage,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
PerspectX,"animation,software",,2002,-1,-1,-1,-1,-1.00,,-1.0
Persystent Suite,Computer software,Private,-1,-1,-1,-1,-1,-1.00,,4.26
Pertino,Software,Privately held company,-1,-1,-1,-1,-1,-1.00,,-1.0
Pervasive Software Inc.,"Software,RDBMS,Data Integration",Subsidiary,-1,-1,47200000,-1,-1,-1.00,,-1.0
PharmaSecure,anti-counterfeiting,Private,2007,25,-1,-1,-1,-1.00,,-1.0
Phase2 International,Software Development,,-1,-1,-1,-1,-1,-1.00,,-1.0
Phoenix Technologies Ltd.,Software,Subsidiary,-1,300,-1,-1,-1,-1.00,,-1.0
Phoseon Technology,Technology,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Photodex Corporation,,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Phreesia Inc.,Health Care Information Technology,Public,-1,-1,-1,-1,-1,40.72,,-1.0
Piazza (web service),"Education,SaaS",Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Picmonic,,Medical education,-1,-1,-1,-1,-1,-1.00,,-1.0
Ping Identity,IT Software & Services,Public,-1,968,140100000,-1,-1,23.34,,-1.0
"Pingboard, Inc.","Organizational chart,Software",Private,-1,11,-1,-1,-1,-1.00,,-1.0
"'''Pinnacle Systems, Inc.'''",,Subsidiary,1986,-1,-1,-1,-1,-1.00,,-1.0
Pioneer Corporation,Consumer electronics,Public,1938,16763,386682000000,4167000000,-1,2.05,,-1.0
Pipedrive,Software as a Service,Private,-1,600,-1,-1,-1,-1.00,,-1.0
"Pivotal Software, Inc.",Computer software,Subsidiary,-1,2971,-1,-1,-1,-1.00,,6.04
Pixorial,"cloud-based,software",,2007,-1,-1,-1,-1,-1.00,,-1.0
"PlanGrid, Inc.",Construction,,-1,-1,-1,-1,-1,-1.00,,-1.0
Planview,Software,Privately held company,-1,900,-1,-1,-1,-1.00,,5.34
Plateau Systems,Talent Management,,-1,350,-1,-1,-1,-1.00,,-1.0
Platfora,"Data analytics,Big Data Analytics",,-1,125,-1,-1,-1,-1.00,,-1.0
Plex,,,-1,-1,-1,-1,-1,-1.00,,-1.0
"Plex Systems, Inc.","Software industry,Software",,1995,-1,-1,-1,-1,-1.00,,5.27
Pluralsight,"Software as a service,SaaS",Public,-1,1700,-1,-1,-1,19.00,,-1.0
PoliticIt,Online service,Private,-1,50,-1,-1,-1,-1.00,,-1.0
Phil Fish,,,-1,-1,-1,-1,-1,-1.00,,-1.0
Portal A,Media Development and Production,Independent,-1,53,-1,-1,-1,-1.00,,-1.0
"Portalarium, Inc.","Video game industry,Video games,Social network service,Social networking",Private,-1,-1,-1,-1,-1,-1.00,,-1.0
"PreSonus Audio Electronics, Inc.","Music technology,Music Technology,Music software,Music Software,Professional audio,Professional Audio",,1995,-1,-1,-1,-1,-1.00,,6.06
Precise Software Solutions,Computer software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Precision Manuals Development Group,"Flight Simulator,Software",Software Developer,-1,8,-1,-1,-1,-1.00,,-1.0
PrecisionHawk,"Unmanned aerial vehicle,UAV Systems,Aerial survey,Aerial Survey",Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Predixion Software,Predictive Analytics Software,Subsidiary,2009,-1,-1,-1,-1,-1.00,,-1.0
PrepMe LLC,"Internet,Education",Test preparation,-1,-1,-1,-1,-1,-1.00,,-1.0
"Prime Computer, Inc.",,Public,-1,-1,-1,-1,-1,57.34,,-1.0
Pristine.io,"Telepresence,Videoconferencing",Private,-1,20,-1,-1,-1,-1.00,,-1.0
PrivateCore,Encryption,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Procore Technologies,Construction Software,Private,2003,1600,289200000,-1,-1,-1.00,,5.81
ProductCenter,,,-1,-1,-1,-1,-1,-1.00,,3.19
"ProfitKey International, Inc.",Software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Proginet Corporation,Enterprise Software,Subsidiary,-1,-1,-1,-1,-1,-1.00,,-1.0
Progress Software,Computer software,Public,-1,1500,397600000,-1,-1,39.17,,-1.0
"Prolexic Technologies, now part of Akamai","Information Technology,Information Technology & Services",Subsidiary,-1,-1,-1,-1,-1,-1.00,,-1.0
ProofPilot,"Research,Software as a service,Social Media,Healthcare",SaaS Company,-1,-1,-1,-1,-1,-1.00,,-1.0
"Proofpoint Systems, Inc.",Cloud computing,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
"Proofpoint, Inc.",Security software,Public,-1,3368,888200000,-1,-1,99.24,,-1.0
Proxicom,Automotive Financial Services Retail & Consumer Goods Healthcare Technology & Media Government Energy & Utilities and Industrial Materials & Goods,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Publicis Sapient,Consumer Products,Public,-1,20000,1305000000,125220000,-1,-1.00,,-1.0
PumpLinx,,,-1,-1,-1,-1,-1,-1.00,,4.08
Punchbowl.com,Online invitations software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Pypestream,Enterprise Artificial Intelligence,,2015,-1,-1,-1,-1,-1.00,,-1.0
Pyze,"Software as a service,Saas,Monetization",Private,2013,-1,-1,-1,-1,-1.00,,5.36
Q-Sensei Corp.,"Information technology,Search-based applications,Search engine technology,Search technology",Private company,-1,-1,-1,-1,-1,-1.00,,-1.0
QAD Inc.,Computer software,Public,-1,1950,-1,-1,-1,45.30,,-1.0
QC Ware,Quantum Computing,,2014,-1,-1,-1,-1,-1.00,,-1.0
QIAGEN Silicon Valley,software,,2003,-1,-1,-1,-1,-1.00,,5.72
"Qarbon.com, Inc.",Computer software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Qlik,"Business Intelligence,Business Analysis,Software Company",Private,-1,2500,750000000,-1,-1,-1.00,,-1.0
Quake Global,Technology Telecommunications Location Intelligence,Private,-1,-1,26200000,-1,-1,-1.00,,-1.0
Qualtrics International Inc.,Experience management,Subsidiary,-1,3000,-1,-1,-1,-1.00,,-1.0
"Qualys, Inc.","CyberSecurity Company,Network Security,IT Security,Information Security",Public,-1,0,321600000,-1,69300000,94.13,,5.89
"Quantapoint, Inc.","Laser scanning,3D Laser Scanning,Technology and Services",Private,-1,70,-1,-1,-1,-1.00,,-1.0
Quantum3D,computer graphics,,-1,90,-1,-1,-1,-1.00,,-1.0
QuantumScape,"Electric battery,Electric batteries",private company,-1,200,-1,-1,-1,-1.00,,-1.0
Quark,Computer software,Private company,-1,-1,-1,-1,-1,-1.00,,-1.0
Quest AppAssure,Software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Quest KACE,Software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Quest Software Inc,Software,Private,-1,-1,-1,-1,-1,-1.00,,5.68
"Quest Visual, Inc.",Translation software,Private,-1,4,-1,-1,-1,-1.00,,-1.0
"QuickBase, Inc.","Platform as a service,Digital transformation,Enterprise Software",Private,1999,314,-1,-1,-1,-1.00,,-1.0
Quid Inc.,,Private,-1,125,-1,-1,-1,-1.00,,-1.0
"QxBranch, Inc.",Computer software,Privately held company,-1,15,-1,-1,-1,-1.00,,-1.0
REC Solar,Solar Energy,Private,-1,125,-1,-1,-1,-1.00,,-1.0
RSA Security LLC,Network Security and Authentication,Independent,-1,2700,-1,-1,-1,-1.00,,-1.0
"RW3 Technologies, Inc.","Software,SaaS,consumer packaged goods",Privately held company,1992,45,-1,-1,-1,-1.00,,-1.0
RadView Software,"computer software,Software,Load testing",Public,-1,-1,-1,-1,-1,16.09,,-1.0
Radiant Logic,"Software,Computer software",Private,-1,-1,-1,-1,-1,-1.00,,-1.0
RCS,Broadcast automation,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Radius,Enterprise software,,-1,-1,-1,-1,-1,-1.00,,-1.0
Railinc Corporation,"Software as a service,Data as a service",Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Raima Sen,,,-1,-1,-1,-1,-1,-1.00,,-1.0
RainStor,"Information Technology,Software",Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Raindance Communications,"Telecommunication,s software and services","Subsidiary, private company",-1,-1,-1,-1,-1,-1.00,,-1.0
RallyPoint,"Professional network service,Professional Networking",Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Range Networks,Telecommunications,,-1,30,-1,-1,-1,-1.00,,-1.0
RapidSOS,Public Safety Software,Startup Company,-1,-1,-1,-1,-1,-1.00,,-1.0
"Raxco Software, Inc.",Software,,1978,-1,-1,-1,-1,-1.00,,5.1
Ray Dream Studio,,,-1,-1,-1,-1,-1,-1.00,,-1.0
Raz-Lee Security,Computer Software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
"RazorThreat, Inc.","Network Security,Cyber Security",Private,-1,-1,-1,-1,-1,-1.00,,-1.0
ReServe Interactive,Software,,-1,-1,-1,-1,-1,-1.00,,-1.0
Reaction Design,,Privately held company,-1,0,-1,-1,-1,-1.00,,-1.0
Ready4,,Private,-1,55,-1,-1,-1,-1.00,,-1.0
"RealNetworks, Inc.",Software,Public,-1,1060,-1,-1,-1,1.26,,-1.0
RealPage,,,-1,-1,-1,-1,-1,-1.00,,-1.0
Recommind Inc.,"Information technology,Information access,Software,Legal technology",Incorporated,-1,-1,-1,-1,-1,-1.00,,-1.0
Recondo Technology,Software Technology,Private,-1,135,-1,-1,-1,-1.00,,-1.0
"Recorded Future, Inc.",Cybersecurity,Privately Held,-1,450,-1,-1,-1,-1.00,,-1.0
Recourse Technologies,Computer,Subsidiary of ,-1,-1,-1,-1,-1,-1.00,,-1.0
Red Bend Software,"Software,Communication systems,Information Technology",Private,-1,-1,-1,-1,-1,-1.00,,-1.0
"Red Cedar Technology, Inc.","Multidisciplinary design optimization,Design Optimization,Computer-aided engineering,Software",Private,-1,-1,-1,-1,-1,-1.00,,-1.0
"Red Hat, Inc.",Computer software,Strategic Business Unit,1993,13400,3400000000,512000000,434000000,-1.00,,6.52
Red Touch Media,"Content Management,Delivery,Distribution",,-1,60,-1,-1,-1,-1.00,,-1.0
Red Wing Software,,,1979,-1,-1,-1,-1,-1.00,,-1.0
"Redcort Software, Inc.",Software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
"Rediker Software, Inc.",,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
RemObjects Software,Tools for Software Developers,Private company,-1,-1,-1,-1,-1,-1.00,,-1.0
Remedy Corporation,Computer software,Subsidiary,-1,-1,-1,-1,-1,-1.00,,-1.0
Remember The Milk Inc.,,,-1,-1,-1,-1,-1,-1.00,,6.2
RenderX,Software development,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Replay Solutions,Computer software,Private,-1,35,-1,-1,-1,-1.00,,-1.0
RepliWeb Inc.,"software,Computer Software",Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Research Frontiers Inc.,Nanotechnology,Public,-1,-1,-1,-1,-1,57.34,,-1.0
"RSi, Retail Solutions Inc",software,,-1,400,-1,-1,-1,-1.00,,-1.0
"RetailMeNot, Inc.","Coupon,Online coupons",Subsidiary,-1,500,249100000,-1,-1,-1.00,,-1.0
"Retina-X Studios, LLC.",Software,Limited liability company,-1,-1,-1,-1,-1,-1.00,,-1.0
Revel Systems,,,-1,-1,-1,-1,-1,-1.00,,-1.0
Revolution Analytics,Statistical software,Subsidiary,-1,-1,-1,-1,-1,-1.00,,5.44
Revolution Prep,"Internet,Education,Tutoring",Test preparation,-1,-1,-1,-1,-1,-1.00,,-1.0
rewardStyle,Internet technology,,-1,250,-1,-1,-1,-1.00,,5.45
The Reynolds and Reynolds Company,,Private,1866,-1,-1,-1,-1,-1.00,,4.92
RhythmOne plc,Internet services,Public,-1,525,-1,-1,-1,389.44,,-1.0
RightSignature,,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Ripcord Networks,voice and video cryptographic security company,,2003,-1,-1,-1,-1,-1.00,,-1.0
"Ripple Labs, Inc.",Computer software,Private,-1,548,-1,-1,-1,-1.00,,-1.0
"RiskIQ, Inc.",,,2009,-1,-1,-1,-1,-1.00,,5.92
Riverbank Laboratories,,,-1,-1,-1,-1,-1,-1.00,,4.9
Rocket Software Inc.,Computer software,Private,-1,1400,-1,-1,-1,-1.00,,-1.0
Rocketium Technologies Pvt. Ltd.,Video Editing and Video Marketing,Private,2015,-1,-1,-1,-1,-1.00,,5.38
"Rogue Wave Software, Inc.",,Subsidiary,-1,-1,-1,-1,-1,-1.00,,-1.0
"Roper Technologies, Inc.","Conglomerate,Conglomerate",Public,-1,14236,3238128000,842361000,538293000,386.00,https://www.ropertech.com/,-1.0
Rosetta Stone Inc.,Software development,Public,-1,1375,264600000,18400000,16100000,-1.00,,-1.0
Roxio,Software,Subsidiary,-1,500,-1,-1,-1,-1.00,,-1.0
"Rubicon Technologies, LLC","Waste Management,Recycling,Smart city,Smart Cities",Private,-1,-1,-1,-1,-1,-1.00,,4.92
RxAll Inc.,Medical Technology,Private,2016,-1,-1,-1,-1,-1.00,,3.69
SAP Ariba,Internet Software & Services,Subsidiary,-1,3636,335100000,-1,-1,-1.00,,-1.0
SAP Concur,Software,Subsidiary,-1,4600,-1,-1,-1,-1.00,,-1.0
SuccessFactors Inc.,Computer software,Subsidiary,-1,1447,-1,-1,-1,-1.00,,-1.0
SAS Institute Inc.,Software,Private,-1,13939,3100000000,-1,-1,-1.00,,-1.0
SCVNGR,,,-1,60,-1,-1,-1,-1.00,,-1.0
Seven Network,,,-1,-1,-1,-1,-1,-1.00,,3.44
SIOS Technology Corp.,,Privately Held,1999,-1,-1,-1,-1,-1.00,,4.66
SLI Systems,"Software,eCommerce",Acquired,-1,-1,-1,-1,-1,-1.00,,-1.0
"SPS Commerce, Inc.",Technology – application software,Public,-1,1217,-1,-1,-1,91.66,,-1.0
SPSS Inc.,Software,Public,1968,-1,-1,-1,-1,110.34,,-1.0
SS&C Advent,Application software,Subsidiary,-1,1209,-1,-1,-1,-1.00,,-1.0
"SS&C Technologies, Inc.","Financial Technology,Software,Software Products",Public,-1,22600,6360000000,-1,-1,64.94,https://www.ssctech.com/about-us/careers/recent-graduates,-1.0
ST Robotics,manufacturing,,1981,-1,-1,-1,-1,-1.00,,-1.0
SWsoft,"Computer,software",Privately held company,-1,900,-1,-1,-1,-1.00,,-1.0
"SafeNet, Inc.",Information security,Private,-1,1600,-1,-1,-1,-1.00,,-1.0
"Sage Intacct, Inc",Software,Subsidiary,-1,-1,-1,-1,-1,-1.00,,-1.0
"salesforce.com, inc.","Cloud computing,Software",Public,-1,49000,17100000000,297000000,126000000,260.22,,7.49
Salesforce Marketing Cloud,Marketing automation,,-1,1800,292300000,-1,-1,-1.00,,-1.0
SalesforceIQ,Customer Relationship Management,,-1,128,-1,-1,-1,-1.00,,-1.0
"SALVAGEDATA Recovery, Inc.","Data Recovery,digital forensics,Digital Forensics,eDiscovery",Private,2003,-1,-1,-1,-1,-1.00,,5.19
Sanctuary,Astrology,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Sansar,,,-1,-1,-1,-1,-1,-1.00,,5.31
Sarnoff Corporation,"Science,Technology,Software,Electronics,Computer hardware,Information technology consulting,IT consulting",Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Sauce Labs,Software industry,Enterprise software,2008,-1,-1,-1,-1,-1.00,,-1.0
"Sawtooth Software, Inc.",Research Software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Scaleform Corporation,"Video game industry,Video games",Subsidiary,-1,30,-1,-1,-1,-1.00,,-1.0
Scality,"Information technology,Computer data storage,data storage",Private,-1,210,-1,-1,-1,-1.00,,-1.0
"Scalyr, Inc.",Enterprise software,Privately held company,-1,-1,-1,-1,-1,-1.00,,-1.0
SA International,Computer software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Scenechronize,software,,2003,-1,-1,-1,-1,-1.00,,-1.0
SciTegic,software,,1999,-1,-1,-1,-1,-1.00,,-1.0
Scientific Computer Applications Inc.,Scientific Software,Private company,-1,-1,-1,-1,-1,-1.00,,-1.0
Seagate Technology PLC,"Computer data storage,Computer storage",Public,-1,41000,10358000000,1054000000,1092000000,52.75,,-1.0
"Sealevel Systems, Inc.",Hardware & software,Private,-1,-1,-1,-1,-1,-1.00,,5.38
Search Technologies Corp.,"Information technology,Information access",Private,-1,-1,-1,-1,-1,-1.00,,-1.0
SearchFox,software,Privately held company,-1,-1,-1,-1,-1,-1.00,,-1.0
"Securus Technologies, Inc.","Corrections,telecommunications",Private,1986,1000,-1,-1,-1,-1.00,,5.63
SeeClickFix,Information technology,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Seer Systems,software,,1979,-1,-1,-1,-1,-1.00,,4.82
"Seismic Micro-Technology, Inc.","Energy,Geoscience,Software",Incorporated,-1,-1,-1,-1,-1,-1.00,,4.13
SelfCAD,,,-1,-1,-1,-1,-1,-1.00,,5.39
Selsius Systems,Computer networking,Division,-1,-1,-1,-1,-1,-1.00,,-1.0
"Semantic AI, Inc.",Software company,Private,-1,0,-1,-1,-1,-1.00,,-1.0
"Semantria, Inc.",Software,,-1,-1,-1,-1,-1,-1.00,,-1.0
SendGrid,Technology,Subsidiary,-1,-1,111900000,-1,-1,-1.00,,-1.0
Sendmail,,,-1,-1,-1,-1,-1,-1.00,,6.26
"Sensage, Inc.",Enterprise Security,,-1,-1,-1,-1,-1,-1.00,,4.85
Serena Software Inc.,"Computer software,Application lifecycle management,IT management",Subsidiary,-1,400,219000000,-1,-1,-1.00,,-1.0
"ServiceNow, Inc.",Enterprise software,Public,-1,11000,-1,-1,-1,531.08,https://www.servicenow.com/careers.html,5.64
ShipWorks,E-commerce,,-1,-1,-1,-1,-1,-1.00,,-1.0
ShopKeep,Point of sale,Private,-1,200,-1,-1,-1,-1.00,,-1.0
Shopkick,"Media,Media",,-1,-1,-1,-1,-1,-1.00,,-1.0
Siebel CRM Systems,"Software,Programming language,programming",,1993,5036,-1,-1,-1,-1.00,,-1.0
Siemens PLM Software,"Computer-aided design,Computer-aided manufacturing,Computer-aided engineering,Product lifecycle management,Software",Strategic business unit,-1,7600,-1,-1,-1,-1.00,,6.51
SignalDemand,"Price optimization,Margin optimization,for large manufacturers",Privately held,-1,-1,-1,-1,-1,-1.00,,-1.0
SignalFx,,Private,2013,200,-1,-1,-1,-1.00,,5.31
Silicon Graphics International Corp.,Diversified computer systems,Public,-1,-1,-1,-1,-1,14.05,,5.97
"SilkRoad Technology, Inc.","Human resources,software",Corporation,-1,300,-1,-1,-1,-1.00,,-1.0
Simple Energy,"Software industry,Software",Private,-1,50,-1,-1,-1,-1.00,,-1.0
Simulia,,,-1,-1,-1,-1,-1,-1.00,,-1.0
"Singlewire Software, LLC",,,2009,-1,-1,-1,-1,-1.00,,-1.0
SirsiDynix,Software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Sitrion,,Private,-1,85,-1,-1,-1,-1.00,,-1.0
Skyhook,,,-1,75,-1,-1,-1,-1.00,,-1.0
"Skytap, Inc.",,Private company,-1,100,-1,-1,-1,-1.00,,-1.0
Skyward,Enterprise software,Corporation,1980,-1,-1,-1,-1,-1.00,,-1.0
"Slack Technologies, Inc.","Internet,Video game industry,video games",Public,-1,1664,401000000,-1,141000000,27.45,https://slack.com/careers,7.31
Slice,,Private,2010,-1,-1,-1,-1,-1.00,,5.76
Slyce Inc.,Visual search recognition technology,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Smarsh,"File archiver,Software,software as a service",Private,2001,623,111400000,-1,-1,-1.00,,5.19
"SmartBear Software, Inc.",Technology,Computer Software,2009,650,-1,-1,-1,-1.00,,5.86
Smartface Inc.,"Software industry,Software",Private,-1,20,-1,-1,-1,-1.00,,-1.0
Smartsheet Inc.,,Public,2006,1588,-1,-1,-1,56.56,,6.38
"Smith Micro Software, Inc",Software,Public,-1,160,26280000,-1,-1,3.96,,-1.0
Snagajob,Online staffing platform,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Snapforce CRM,Software as a Service,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Snappy Gifts,"Internet,Enterprise software,Application software,Apps,Human resources,Gift card,Gift Cards",Private company,2015,-1,-1,-1,-1,-1.00,,2.95
"SocialChorus, Inc.",Software,Private,2008,150,-1,-1,-1,-1.00,,5.48
"SocialFlow, Inc.",Internet,,-1,-1,-1,-1,-1,-1.00,,5.59
Socialtext,,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
"SofTech, Inc.","Computer-aided design,Computer-aided manufacturing,Product life cycle management,Software",accquired,-1,-1,-1,-1,-1,-1.00,,-1.0
"Software Shelf International, Inc.","Software industry,Software","Computer software development, sales and support.",-1,15,-1,-1,-1,-1.00,,-1.0
SoGoSurvey,Online survey services,,-1,-1,-1,-1,-1,-1.00,,5.47
SolarWinds Inc.,Software,Public,-1,2500,938500000,-1,-1,110.34,,-1.0
Solid Documents Limited,Software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
"Solidcore Systems, Inc.",Software,Division,-1,100,-1,-1,-1,-1.00,,-1.0
Solido Design Automation Inc.,Software & Programming,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
SoloPower Systems Inc.,Solar Energy,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Sonic Focus (part of [[Synopsys]]),"Audio technology,Audio engineering",,-1,-1,-1,-1,-1,-1.00,,-1.0
Sonic Foundry Inc.,Information technology and services,,-1,250,-1,-1,-1,-1.00,,-1.0
Sonic Reality,Computer software,Private company,-1,-1,-1,-1,-1,-1.00,,-1.0
Sonic Solutions,"Software industry,Software",Public,-1,700,110220000,-1,-1,4.58,,-1.0
SonicWall Inc,"Network security,security appliance,Internet security,WAN optimization",private company,-1,1600,265000000,-1,-1,-1.00,,-1.0
Sony Corporation of America,"Electronics,Entertainment,Television",Subsidiary,1960,114400,-1,-1,-1,-1.00,,-1.0
Sony Creative Software Inc.,Software,,-1,-1,-1,-1,-1,-1.00,,-1.0
Sopheon,Computer software,Public,-1,-1,-1,-1,-1,-1.00,,-1.0
Sorcim,Software,Private,1980,-1,-1,-1,-1,-1.00,,-1.0
Sorenson Media,Computer software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
SourceClear,,,2013,-1,-1,-1,-1,-1.00,,5.24
"SourceHOV, Inc.","Software,information technology",Private,-1,16000,-1,-1,-1,-1.00,,-1.0
Space Micro Inc.,Aerospace,Private,-1,120,-1,-1,-1,-1.00,,-1.0
Spatial Corp.,Computer software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
SpectSoft,software,,1997,-1,-1,-1,-1,-1.00,,-1.0
"Spectral Genomics, Inc.",Health Sciences,"Private, acquired by ",-1,-1,-1,-1,-1,-1.00,,-1.0
"SpeechFX, Inc.",,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Spiral Universe,Educational software,Privately held,-1,-1,-1,-1,-1,-1.00,,-1.0
SplendidCRM,CRM Software,Private,2005,0,-1,-1,-1,-1.00,,-1.0
Splice,Software,,-1,-1,-1,-1,-1,-1.00,,-1.0
Splunk Inc.,,Public,-1,0,2360000000,287140000,336000000,208.98,https://www.splunk.com/en_us/careers/university-recruiting.html,6.47
Spring Framework,,,-1,-1,-1,-1,-1,-1.00,,6.08
Spring,"software,Computer software",Subsidiary,-1,-1,-1,-1,-1,-1.00,,6.08
SQLstream,,,-1,-1,-1,-1,-1,-1.00,,5.35
Sqrrl,Cybersecurity Network security,Subsidiary,2012,-1,-1,-1,-1,-1.00,,-1.0
Square 9 Softworks,"Computer Software,Information Technology,Document automation,Business Automation",,-1,-1,-1,-1,-1,-1.00,,-1.0
Stackify,Software,Private enterprise,-1,-1,-1,-1,-1,-1.00,,-1.0
StarWind Software Inc.,Computer software,Commercial,-1,-1,-1,-1,-1,-1.00,,-1.0
Starfish Software,"Wireless,software","
*1998–2003: Subsidiary of ",-1,-1,-1,-1,-1,-1.00,,-1.0
"Stash Financial, Inc.",Financial technology,Private,-1,-1,-1,-1,-1,-1.00,,5.58
"Stat-Ease, Inc.",Statistical software,Private,-1,14,-1,-1,-1,-1.00,,-1.0
StatSoft,software,,1984,-1,-1,-1,-1,-1.00,,-1.0
Statsols,,,-1,-1,-1,-1,-1,-1.00,,-1.0
"Steel Connect, Inc.",Supply chain management,Public,-1,1358,819000000,-1,66000000,0.53,,-1.0
Stephen Gilfus,,,-1,-1,-1,-1,-1,-1.00,,-1.0
StepStone Group,Private Equity,Private,-1,300,-1,-1,-1,-1.00,,-1.0
Stirling Energy Systems,,,-1,-1,-1,-1,-1,-1.00,,-1.0
StockTouch,Stock Market Analysis,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Stockpoint,,,1995,-1,-1,-1,-1,-1.00,,-1.0
Strata,Advertising,Public,-1,240,-1,-1,-1,1.29,,-1.0
StrikeIron,,Private,-1,-1,-1,-1,-1,-1.00,,5.43
StrongLoop,Application performance management,Private Company,-1,-1,-1,-1,-1,-1.00,,5.47
SugarCRM,CRM Software,Private,-1,450,96000000,-1,-1,-1.00,,-1.0
SugarSync,,,-1,-1,-1,-1,-1,-1.00,,6.04
"SumTotal Systems, Inc.",Software,Public,-1,-1,-1,-1,-1,57.34,,-1.0
