name,type,industry,revenue,hq_location,num_employees,founded,website,student_careers_url,index_name,stock_symbol,stock price
Lavastorm,Private,"Analytics,Business Intelligence,Web development",-1,,-1,-1,,https://www.tableau.com/about/blog/Lavastorm-Analytics,Lavastorm Analytics,NA,-1.0
"Leadspace, Inc.",Private,Software as a service,-1,,-1,-1,,https://www.leadspace.com/careers/,Leadspace,NA,-1.0
Learn.com Inc.,Private,Computer Software,-1,,-1,-1,,https://www.learning.com/about/careers/,Learn.com,NA,-1.0
Learning Tree International,,Corporate Training,-1,"Herndon VA, USA",-1,1974,https://www.learningtree.com/,https://www.learningtree.com/careers/,Learning Tree International,NA,-1.0
Letgo,Online classifieds,"Marketplace,Application software",-1,,-1,-1,,https://we.letgo.com/careers,Letgo,NA,-1.0
Lever,,,-1,"San Francisco, CA",-1,2012,https://www.lever.co/,https://www.lever.co/careers/,Lever (company),NA,-1.0
"Levi, Ray & Shoup, Inc.",Privately held,Computer software,-1,,630,-1,,https://jobs.lrs.com/,"Levi, Ray & Shoup",NA,-1.0
"LightSurf Technologies, Inc.","1998-2005: Private<br/>
2005-2009: Subsidiary of ",Wireless,-1,,-1,-1,,https://www.usajobs.gov/Help/working-in-government/unique-hiring-paths/students/,LightSurf,NA,-1.0
Lightspeed Systems,,,-1,,-1,-1,,https://www.lightspeedsystems.com/company/careers/,Lightspeed Systems,NA,-1.0
Limnu,,,-1,,-1,-1,https://limnu.com/,https://limnu.com/,Limnu,NA,-1.0
"LinguaSys, Inc.",,software,-1,"Boca Raton, Florida",-1,2010,,https://joinhandshake.com/,LinguaSys,NA,-1.0
Linkabit,,technology,-1,California,-1,1986,,http://www2.l3t.com/linkabit/careers/redesign.htm,Linkabit,NA,-1.0
"Lionbridge Technologies, Inc.",Privately held company,"Language localization,Software testing,E-learning",-1,,6000,-1,,https://www.lionbridge.com/join-our-team/,Lionbridge,NA,-1.0
LiquidPlanner,,,-1,,-1,-1,liquidplanner.com,https://www.liquidplanner.com/blog/category/careers/,LiquidPlanner,NA,-1.0
Ramallah,Municipality type A (City),,-1,,-1,-1,[http://www.ramallah.ps/ www.ramallah.ps],https://careerservices.upenn.edu/,Lit̩ra,NA,-1.0
"LivePerson, Inc.",,Internet,291600000,,1341,-1,,https://www.liveperson.com/company/careers/,LivePerson,NA,-1.0
"LiveRamp Holdings, Inc.",Public,"Data connectivity,Data onboarding,Identity resolution",-1,,-1,-1,,https://liveramp.com/careers/new-grads-and-internships/,LiveRamp,RAMP,71.44000244140625
LiveText Inc.,Incorporation,Computer software,-1,,-1,-1,,https://www.livetext.com/,LiveText,NA,-1.0
Livefyre,Hosted ,,-1,,-1,-1,,https://www.adobe.com/careers.html,Livefyre,NA,-1.0
"Livescribe, Inc.",Private,,-1,,100,-1,,https://www.livescribe.com/jobs/,Livescribe,NA,-1.0
Local Matters,Privately held company,software,-1,"Denver, Colorado",-1,2005,,https://www.local-matters.org/jobs-internships,Local Matters,NA,-1.0
"Lockpath, Inc",Subsidiary of Navex Global,Security Management Governance Risk Compliance,-1,,-1,-1,,https://www.crowe.com/careers/students,Lockpath,NA,-1.0
Locus Technologies,Private,Enterprise software,-1,,-1,-1,,https://www.locustec.com/company/careers/,Locus Technologies,NA,-1.0
LogDNA,Private,Enterprise software,-1,,-1,-1,,https://logdna.com/culture-and-career/,LogDNA,NA,-1.0
"LogMeIn, Inc.",Private,"software,Computer software",1262000000,,0,2003,,https://www.logmeininc.com/careers,LogMeIn,NA,-1.0
Loggly,Subsidiary,"Computer software,Enterprise software,log management and intelligence",-1,,-1,-1,,https://www.loggly.com/about/careers/,Loggly,NA,-1.0
"Logi Analytics, Inc","Privately owned, Venture Capital funded","Business Intelligence,Business Analytics,Data discovery,Embedded analytics",-1,,-1,-1,,https://www.logianalytics.com/company/careers/,Logi Analytics,NA,-1.0
Looker,Privately held company,"Computer software,Enterprise Software",-1,,500,-1,,https://looker.com/blog/interns-of-looker,Looker (company),NA,-1.0
Looksery,Subsidiary,"Software,Photography",-1,,45,-1,,https://joinhandshake.com/,Looksery,NA,-1.0
Lotus Software,Subsidiary,Computer software,-1,,-1,-1,,https://www.lotuscars.com/en-US/jobs-and-careers-at-lotus,Lotus Software,NA,-1.0
LucidEra,Private,On-demand software,-1,,-1,-1,,,LucidEra,NA,-1.0
Lucidworks Inc.,Private,"Enterprise search,Internet search,Information technology,Information access,Open source software",-1,,200,-1,,https://lucidworks.com/careers/opportunities/,Lucidworks,NA,-1.0
LumenVox,Private,Telecommunications,-1,,-1,-1,,https://www.lumenvox.com/careers/,LumenVox,NA,-1.0
Ivanti,Private,IT Security and Systems Management Software,-1,,-1,-1,,https://www.dhs.gov/homeland-security-careers/student-and-recent-grads,Lumension Security,NA,-1.0
"Luminex Software, Inc.",,Mainframe connectivity storage and data protection,-1,,-1,-1,,https://www.luminexcorp.com/open-positions/,"Luminex Software, Inc.",NA,-1.0
LunarG,,"Software industry,computer graphics",-1,Colorado United States,-1,2009,http://lunarg.com/,https://www.mckinsey.com/careers/students,LunarG,NA,-1.0
MODO (software),,,-1,,-1,-1,www.thefoundry.co.uk/products/modo,,Luxology,NA,-1.0
"Lynx Software Technologies, Inc",Private,Embedded software,-1,,-1,-1,,https://www.lynx.com/careers,Lynx Software Technologies,NA,-1.0
"M3D, LLC",Private,Digital printing,-1,,25,-1,,https://careers.stratasys.com/,M3D (company),NA,-1.0
mLab,,Software Cloud Databases,-1,,-1,-1,,https://mlab.com/,MLab,NA,-1.0
"MRI Software, LLC",Private,"Software,Cloud computing,Professional Services",-1,,2000,-1,,https://www.mrisoftware.com/about/careers/,MRI Software,NA,-1.0
MadCap Software,Private,Computer software,-1,,-1,-1,,https://www.madcapsoftware.com/company/careers/,MadCap Software,NA,-1.0
Magaya Corporation,,"Software,for the,Logistics,Logistics Industry",-1,"Miami, Florida",-1,2001,,https://www.magaya.com/careers/,Magaya Corporation,NA,-1.0
Magento,,,-1,,-1,-1,magento.com,https://www.adobe.com/careers.html,Magento,NA,-1.0
Magic Bytes LLC,Privately held company,"Software development,industry,Video game industry",-1,,-1,2017,,https://byteback.org/careers/,Magic Bytes,NA,-1.0
"Magic Leap, Inc.",,,-1,,-1,-1,,https://www.magicleap.com/careers,Magic Leap,NA,-1.0
"Magic Solutions, Inc.",Private,Computer software,-1,,-1,-1,,https://www.magicleap.com/careers,Magic Solutions,NA,-1.0
"Magoosh, Inc.",Educational Technology,"Education,Internet",-1,,-1,-1,,https://magoosh.com/careers/,Magoosh,NA,-1.0
MailRoute Inc.,privately held,software,-1,"Manhattan Beach, California",-1,2003,,https://www.wayup.com/,Mailroute,NA,-1.0
Malwarebytes Inc.,Privately held company,"Software,Computer software,Computer security software,Security software",-1,,800,2008,,https://jobs.malwarebytes.com/,Malwarebytes,NA,-1.0
Manomio,,"retro gaming,software",-1,,-1,2008,,,Manomio,NA,-1.0
"MapR Technologies, Inc.",,Business software,-1,,-1,-1,http://www.mapr.com/,https://mapr.agency/careers/,MapR,NA,-1.0
Maponics,Privately held company,Location-based Data,-1,,-1,-1,,,Maponics,NA,-1.0
Marathon Technologies,Private,Software,-1,,-1,-1,,https://www.marathonpetroleum.com/Jobs/,Marathon Technologies,NA,-1.0
Marin Software,Public,"SaaS,Online advertising",58600000,,500,-1,,https://www.marinsoftware.com/about-us/careers/current-openings,Marin Software,MRIN,2.5899999141693115
"Mariner Software, Inc.",Private,Computer software,-1,,-1,-1,,https://www.usajobs.gov/Help/working-in-government/unique-hiring-paths/students/,Mariner Software,NA,-1.0
MarkLogic Corporation,Private,Software,-1,,-1,2001,,https://www.marklogic.com/company/careers/,MarkLogic,NA,-1.0
"Marketo, Inc.",Subsidiary,Marketing software,-1,,-1,-1,,https://www.marketo.com/education/,Marketo,NA,-1.0
MartianCraft,Private,Software,-1,,51,-1,http://martiancraft.com,https://martiancraft.com/careers.html,MartianCraft,NA,-1.0
Masergy Communications,,Software,300000000,,700,-1,https://www.masergy.com,https://www.masergy.com/careers,Masergy Communications,NA,-1.0
MassTransit Enterprise,,,-1,,-1,-1,http://www.grouplogic.com/products/MassTransit/,https://careers.enterprise.com/internships,MassTransit Enterprise,NA,-1.0
CNC Software/Mastercam,,,-1,,-1,-1,[http://www.mastercam.com Official web page],https://www.mastercam.com/company/careers/,Mastercam,NA,-1.0
"The MathWorks, Inc.",Private,Mathematical computing software,1050000000,,5000,-1,https://www.mathworks.com/,https://www.mathworks.com/company/jobs/students.html,MathWorks,NA,-1.0
Mathsoft,,,-1,,-1,-1,,,Mathsoft,NA,-1.0
"Matroid, Inc.",Private,Computer Vision,-1,,-1,-1,,https://angel.co/company/matroid,Matroid (company),NA,-1.0
Mavenir,Private,Telecommunications software,-1,,3300,-1,,https://jindal.utdallas.edu/internship-stories/1599,Mavenir,NA,-1.0
"Maverick Technologies Holdings, LLC",LLC,Automation,-1,,500,-1,,https://www.mavtechglobal.com/careers/university-recruitment/internship/,Maverick Technologies,NA,-1.0
McAfee Corp.,Public,Computer software,2600000000,,6768,-1,,https://careers.mcafee.com/,McAfee,AAMC,22.979999542236328
"McLane Advanced Technologies, LLC",Private,Information Technology,-1,,-1,-1,,https://mclaneat.com/careers/,McLane Advanced Technologies,NA,-1.0
"Medallia, Inc.",Public,Customer Experience,-1,,1500,-1,,https://www.medallia.com/careers/,Medallia,MDLA,29.670000076293945
"MedAssets, Inc",Public,Health Care Technology,-1,,3400,-1,,https://www.nthrive.com/careers/,Medassets,A,110.33999633789062
MediNotes Corporation,Private,"Electronic medical records,computer software,publishing",-1,,-1,-1,,,MediNotes,NA,-1.0
"MediaDefender, Inc.",,Copyright enforcement,-1,,-1,-1,,https://www.mckinsey.com/careers/students,MediaDefender,NA,-1.0
"Mediapolis, Inc.",,Web engineering,-1,,-1,-1,,http://www.meposchools.org/programs/mediapolis-community-school-counseling-offices/high-school-counseling/financial-aid-and-scholarship-information/list-of-scholarships-currently-available-in-the-counseling-office/,Mediapolis (company),NA,-1.0
"Medidata Solutions, Inc.",Private,"Clinical development,technology,Computer software,Software as a service",636000000,,1998,-1,medidata.com,https://www.medidata.com/en/careers/,Medidata Solutions,NA,-1.0
"Medical Information Technology, Inc.",Private company,Health informatics,493800000,,-1,-1,,https://ehr.meditech.com/careers/college-to-career,Meditech,NA,-1.0
Meebo,,,-1,,-1,2005,,,Meebo,NA,-1.0
Meridian Knowledge Solutions,Private,Software,-1,,200,-1,,https://www.meridianks.com/careers/,Meridian Knowledge Solutions,NA,-1.0
Meridian Systems,Wholly owned subsidiary,Computer software,-1,,-1,-1,,https://meridiancc.edu/programs/student_support/career_testing_center/job_openings/index.html,Meridian Systems,NA,-1.0
"Merrick Systems, Inc.",Incorporated,"Energy,Software",-1,,50,-1,,https://www.merrick.com/careers/,"Merrick Systems, Inc.",NA,-1.0
Meta SaaS,Private,Software,-1,,-1,-1,,https://angel.co/company/metasaas/jobs?src=rec,Meta SaaS,NA,-1.0
MetaCarta,Private,,-1,,-1,-1,,,MetaCarta,NA,-1.0
MetaCreations,Software Developer,,-1,,-1,-1,,,MetaCreations,NA,-1.0
"MetaMatrix, Inc.",Private,Software,-1,,97,-1,,https://metametricsinc.com/about-us/careers/,MetaMatrix,NA,-1.0
Metalogix Software,Privately held company,Computer software,-1,,-1,-1,,https://www.indeed.com/cmp/Metalogix-Software-Corporation/reviews,Metalogix Software,NA,-1.0
Metreos Corporation,Subsidiary,"Computer software,Internet telephony",-1,,-1,-1,,https://www.mckinsey.com/careers/students,Metreos,NA,-1.0
Mformation Software Technologies LLC.,Acquired by ,"Internet of Things,Device Management",-1,,-1,-1,,https://www.bls.gov/k12/students/,Mformation,NA,-1.0
Mi-Case,,software,-1,United Kingdom United States,-1,2006,https://www.mi-case.com/,https://courts.michigan.gov/Administration/jobs/Pages/default.aspx,Mi-Case,NA,-1.0
Mi9 Retail,Private,Computer software,-1,,-1,-1,,https://mi9retail.com/about-us/careers/,Mi9 Retail,NA,-1.0
MiMedia,,,-1,,-1,-1,http://www.mimedia.com,https://angel.co/company/mimedia/jobs,MiMedia,NA,-1.0
MicroStrategy Incorporated,Public company,"Business intelligence,and mobile software",486000000,,2396,-1,,https://www.microstrategy.com/en/careers,MicroStrategy,MSTR,181.67999267578125
Micromuse Inc.,,Software,-1,,-1,-1,,https://studentemployment.umich.edu/,Micromuse,NA,-1.0
Microport,Private,Software Development,-1,,-1,1985,,,Microport (software),NA,-1.0
Microsoft Corporation,Public,"Software development,Computer hardware,Consumer electronics,Social networking service,Cloud computing,Video game industry,Video games,Internet,Corporate venture capital",143000000000,"Microsoft Redmond campus One Microsoft Way Redmond, Washington",0,1975,https://www.microsoft.com,https://careers.microsoft.com/us/en/,Microsoft,MSFT,223.2899932861328
GE MDS / MDS / Microwave Data Systems,Wireless communications,RF Communications,-1,,-1,-1,,,Microwave Data Systems,NA,-1.0
"MindFire, Inc",Private,"Computer software,Marketing",-1,,-1,-1,,,"MindFire, Inc",NA,-1.0
MindTouch Responsive,,,-1,,-1,-1,mindtouch.com,,MindTouch,NA,-1.0
Mindbody Inc.,Private,Software as a service,139000000,,1350,2001,https://mindbodyonline.com/,,Mindbody Inc.,NA,-1.0
Mindgrub Technologies,,,-1,,-1,2002,http://www.mindgrub.com/,,Mindgrub Technologies,NA,-1.0
"Mirror Worlds Technologies, Inc.",,software,-1,"New Haven, Connecticut",-1,-1,,,Mirror Worlds,NA,-1.0
Mitchell 1,Private,Automotive aftermarket,-1,,-1,-1,,,Mitchell 1,NA,-1.0
"Mitchell International, Inc.",Private,Software,-1,,1700,-1,,,Mitchell International,NA,-1.0
Mitro,,,-1,,-1,-1,mitro.co,,Mitro,NA,-1.0
"Miva, Inc.",,Ecommerce Software,-1,,-1,-1,,,Miva (company),NA,-1.0
Mixamo Inc.,Corporation,Interactive entertainment,-1,,20,-1,,,Mixamo,NA,-1.0
Mixer,Streaming video service,,-1,,-1,-1,,,Mixer (service),NA,-1.0
MobileIron,Public,"Mobile Security,Unified Endpoint Management,Enterprise Mobility Management,Mobile Device Management",205000000,,959,2007,mobileiron.com,,MobileIron,MOBL,7.019999980926514
Mocana Corporation,,digital security,-1,,-1,2002,,,Mocana,NA,-1.0
MocoSpace,,Internet,-1,,-1,-1,,,MocoSpace,NA,-1.0
"Model N, Inc.",Public,,154000000,,830,-1,,,Model N (company),MODN,36.099998474121094
Modernizing Medicine,Privately held company,Software,-1,,-1,2010,https://www.modmed.com/,,Modernizing Medicine,NA,-1.0
Modular Mining,Subsidiary,"Mining,Software,Computer Software,Personal computer hardware,Computer Hardware",-1,,800,-1,,,Modular Mining Systems,NA,-1.0
MonDevices,,Technology,-1,,-1,2014,https://www.monbaby.com/,,MonDevices,NA,-1.0
"Monetate, Inc.",Private,"Software Industry,Software,Web optimization,Website Optimization",-1,,220,-1,,,Monetate,NA,-1.0
MongoDB Inc.,Public,Software,-1,"New York City, New York United States",2000,2007,,,MongoDB Inc.,MDB,253.14999389648438
MontaVista Software.,,"Internet,Software",-1,,250,-1,,,MontaVista,NA,-1.0
Moog Incorporated,Public,"Aerospace engineering,Aerospace,Defense,Defense,Automation,Industrial Automation,Motion control,Motion Control",-1,,10976,-1,,,Moog Inc.,ABM,37.220001220703125
Moonit LLC,,Internet,-1,,-1,-1,,,Moonit,NA,-1.0
Moovweb,,Platform as a Service Serverless Computing Cloud Computing,-1,,-1,2009,https://www.moovweb.com/,,Moovweb,NA,-1.0
MorphThing,,"Morphing,Application",-1,,-1,-1,,,MorphThing,NA,-1.0
"Motus, LLC",Private Company,,78120000,,204,-1,,,"Motus, LLC",NA,-1.0
"Moxie Software, Inc.",Corporation,"Enterprise social software,CRM software,Software as a service",-1,"Mountain View, California",220,-1,,,Moxie Software,NA,-1.0
Mozilla Corporation,Subsidiary,Software,450900000,,0,2005,https://www.mozilla.org/,,Mozilla Corporation,NA,-1.0
"MuleSoft, LLC.",Subsidiary,"Computer software,SaaS,Open source software",296460000,,0,-1,,,MuleSoft,NA,-1.0
MulticoreWare Inc.,Private,"Software,Products & Services",-1,,250,-1,,,MulticoreWare,NA,-1.0
Music Wizard Group,Subsidiary,Software,-1,,-1,-1,,,Music Wizard,NA,-1.0
N.F. Smith & Associates,Privately held,Electronics,-1,,475,-1,,,N.F. Smith & Associates,NA,-1.0
nCino,Public,Banking Software,-1,,934,-1,,,NCino,NA,-1.0
nettime solutions,,Software,-1,,-1,-1,,,NETtime Solutions,NA,-1.0
"NGP VAN, Inc.",Private,"Voter database,Information technology consulting,IT Consulting,Software as a service,Web hosting service,Fundraising#Political campaigns,Online fundraising,new media,technology",-1,,0,-1,,,NGP VAN,NA,-1.0
Namely,Private,Human Resources Management System,-1,,500,2012,https://www.namely.com/,,Namely (company),NA,-1.0
"Namo Media, Inc.",,"Mobile advertising,Native advertising",-1,,-1,-1,http://www.namomedia.com/,,Namo Media,NA,-1.0
"Nanex, LLC",Private,Software engineering,-1,,8,2000,www.nanex.net,,Nanex,NA,-1.0
Narrative Science,Private,"Technology,Software",-1,,-1,-1,,,Narrative Science,NA,-1.0
Narus Inc.,Subsidiary,Software,-1,,-1,-1,,,Narus (company),NA,-1.0
Nastel Technologies,Private,IT Management Software,-1,,-1,1994,,,Nastel,NA,-1.0
Nasuni,Private,Cloud Storage,-1,,287,-1,,,Nasuni,NA,-1.0
NationBuilder,,technology software,-1,Los Angeles,-1,2009,nationbuilder.com,,NationBuilder,NA,-1.0
"Nativex, LLC.",Private,"Mobile games,Advertising",-1,,-1,-1,[https://www.nativex.com/ www.nativex.com],,Nativex,NA,-1.0
Naviance,Private,"Software industry,Software",-1,,-1,-1,,,Naviance,NA,-1.0
Nervana,Subsidiary,Artificial intelligence,-1,"San Diego, California United States U.S. and Palo Alto, California United States U.S.",-1,2014,,,Nervana Systems,NA,-1.0
Net Perceptions,,software,-1,"Edina, Minnesota",-1,-1,,,Net Perceptions,NA,-1.0
NetDocuments,Privately Held Company,"Content Management,Software as a service",-1,,-1,-1,,,NetDocuments,NA,-1.0
NetManage Inc.,,Software,-1,,-1,-1,,,NetManage,NA,-1.0
NetMotion Software,Private,"Computer software,technology services",-1,,130,-1,,,NetMotion Software,NA,-1.0
"NETSCOUT Systems, Inc.",Public,,1160000000,,0,-1,,,NetScout Systems,NTCT,21.34000015258789
NetSol Technologies,Public,Software,-1,"Calabasas, California United States",-1,1997,netsoltech.com,,NetSol Technologies,NTWK,2.5899999141693115
"Netcordia, Inc.",Private Company,Network configuration and change management,-1,,60,-1,,,Netcordia,NA,-1.0
Netcracker Technology,,Information Technology,-1,,-1,-1,,,Netcracker Technology,NA,-1.0
"Netflix, Inc.",OTT platform,Tech & Entertainment  mass media,20156000000,,8600,-1,https://www.netflix.com/,https://jobs.netflix.com/,Netflix,NA,-1.0
"NCR Netkey, Inc",Public NYSE: NCR,Computer software,-1,,-1,-1,,,Netkey,A,110.33999633789062
"Netskope, Inc.",Private,,-1,,990,-1,,,Netskope,NA,-1.0
Netsmart Technologies,Private,"Health information technology,behavioral health",355000000,,2100,-1,,,Netsmart Technologies,NA,-1.0
Network Automation,Private,,-1,,-1,-1,,,Network Automation,NA,-1.0
Networked Insights,Venture,Data analytics,-1,,150,-1,,,Networked Insights,NA,-1.0
Netwrix,Private,"information technology,Software",-1,,-1,-1,,,Netwrix,NA,-1.0
NeuroDimension,,,-1,,-1,1991,http://www.neurodimension.com,,NeuroDimension,NA,-1.0
New Atlanta Communications,Limited liability company,Software Development,-1,,-1,1998,www.newatlanta.com,,New Atlanta,NA,-1.0
"New Relic, Inc.",Public company,Application performance management,599500000,,-1,-1,[https://newrelic.com/ newrelic.com],,New Relic,NEWR,65.13999938964844
New World Systems,Corporation,Software,-1,,400,-1,,,New World Systems,NA,-1.0
"NewBlue, Inc.",Privately held,"Software industry,Software",-1,,-1,-1,,,NewBlue,NA,-1.0
"NewTek, Inc.",Private,Software,-1,,-1,-1,,,NewTek,NA,-1.0
NewsBlur,Private,Software,-1,,-1,-1,,,NewsBlur,NA,-1.0
Nexidia,Private,"Software,Business Intelligence,Speech Analytics,Video Analytics,Business consulting,IT consulting",-1,,-1,-1,,,Nexidia,NA,-1.0
NextGen Healthcare,Public,"Health IT,Health Informatics",-1,,2900,1976,https://www.nextgen.com/,,NextGen Healthcare,NXGN,14.789999961853027
"NextPage, Inc.",Corporation,Information Technology,-1,,-1,-1,https://web.archive.org/web/20041208102154/http://www.nextpage.com/index.htm,,NextPage,NA,-1.0
Nimia,,,-1,,-1,-1,,,Nimia,NA,-1.0
Nine Technology,Angel-backed private company,data backup,-1,,25,-1,,,Nine Technology,NA,-1.0
"No Magic, Inc.",,Computer software,-1,,-1,1995,,,No Magic,NA,-1.0
Noble Systems Corporation,Private,,-1,,-1,-1,,,Noble Systems Corporation,NA,-1.0
Nodejitsu,Subsidiary,,-1,,-1,-1,https://nodejitsu.com,,Nodejitsu,NA,-1.0
NortonLifeLock Inc.,Public,Computer security,2490000000,,3659,1982,https://www.nortonlifelock.com,https://www.nortonlifelock.com/us/en/careers/,NortonLifeLock,NLOK,22.020000457763672
NovaStor,,Software,-1,Agoura Hills,-1,1987,novastor.com,,NovaStor,NA,-1.0
"Novarra, Inc.",owned by ,"Wireless,Services,Mobile Internet,Services",-1,,-1,-1,,,Novarra Inc.,NA,-1.0
Nsite,,Computer software,-1,,0,-1,,,Nsite Software,NA,-1.0
NuSphere,,,-1,,-1,-1,http://www.nusphere.com/,,NuSphere,NA,-1.0
Nuance Communications,,Software,1949000000,,8200,-1,,,Nuance Communications,NA,-1.0
"Nuesoft Technologies, Inc.",Private,Health IT,-1,,-1,-1,,,Nuesoft,NA,-1.0
Nullsoft,Private,Computer software,-1,,-1,-1,,,Nullsoft,NA,-1.0
Numara Software,Private,Software,-1,,200,-1,,,Numara Software,NA,-1.0
Numecent,Private,,-1,,-1,-1,,,Numecent,NA,-1.0
Numerix LLC,Limited liability company,"Software development,Financial technology",-1,,-1,-1,,,Numerix,NA,-1.0
NuoDB,,Database technology,-1,,85,-1,,,NuoDB,NA,-1.0
OFS,,Fiber Optics development,-1,"Norcross, Georgia Norcross",-1,2001,http://www.ofsoptics.com/,,OFS (Company),NA,-1.0
OPEX Corporation,Private,"Document imaging,Material Handling",-1,,1000,-1,,,OPEX (corporation),NA,-1.0
"OSIsoft, LLC",Private,Application software,-1,,1300,-1,,,OSIsoft,NA,-1.0
Object Design,,software,-1,"Burlington, Massachusetts",-1,1988,,,"Object Design, Incorporated",NA,-1.0
ObjectSecurity,Private,Information Security,-1,,-1,-1,,,ObjectSecurity,NA,-1.0
"Objective Interface Systems, Inc.",Private,"Computer software,Computer hardware,Publishing,Research and development",-1,,-1,-1,,,Objective Interface Systems,NA,-1.0
OSI,Private company,"Software for,Communications service provider,Operational Support Systems",-1,,-1,-1,,,Objective Systems Integrators,NA,-1.0
"Oceanhouse Media, Inc.",Private,"Mobile application software,Mobile apps",-1,,-1,-1,,,Oceanhouse Media,NA,-1.0
Octagon Systems,Private,"Computer hardware,Industrial computers,Electronic hardware",-1,,-1,1981,www.octagonsystems.com,,Octagon Systems,NA,-1.0
Oculus,,,-1,,-1,-1,https://oculus.com,,Oculus (brand),NA,-1.0
Oculus Story Studio,Virtual-Reality Film Studio,"Film,s and,Virtual Reality",-1,,-1,-1,,,Oculus Story Studio,NA,-1.0
"Okta, Inc.",Public,"Software Industry,Software",-1,,2379,-1,okta.com,,Okta (identity management),A,110.33999633789062
omNovia Technologies,Private Company,Software,-1,,-1,-1,,,OmNovia Technologies,NA,-1.0
On2 Technologies Inc.,Subsidiary,"Video codec,technology",-1,,-1,-1,,,On2 Technologies,NA,-1.0
"On Deck Capital, Inc.",Public,Finance,291300000,,500,-1,,,OnDeck Capital,NA,-1.0
Onanon,,Hardware connectors,-1,,-1,-1,,,Onanon,NA,-1.0
One Laptop per Child,Non-profit,,-1,,-1,-1,one.laptop.org,,One Laptop per Child,NA,-1.0
One Voice Technologies,,Artificial Intelligence,-1,,-1,-1,,,One Voice Technologies,NA,-1.0
OneLogin,Private company,Cloud computing,-1,,260,-1,,,OneLogin,NA,-1.0
Ontraport!!!,,Small business software,10000000,,100,-1,,,Ontraport,NA,-1.0
"Onyx Graphics, Inc.",Private,Computer software,-1,,-1,-1,,,Onyx Graphics,NA,-1.0
Open Environment Corporation (OEC),,"Information Technology,Technology,Business process outsourcing,Outsourcing Services,Management consulting,Business Consulting",-1,,-1,-1,,,Open Environment Corporation,NA,-1.0
"Open Garden, Inc.",Private,"Network protocol,Mobile applications,Mesh network,Peer-to-peer,software architecture}}",-1,,-1,-1,,,Open Garden,NA,-1.0
Open Kernel Labs,Private,,-1,,-1,-1,,,Open Kernel Labs,NA,-1.0
"Open iT, Inc.",Private,Computer software,-1,,132,-1,,,Open iT,NA,-1.0
Opendatasoft,,Big Data,-1,"Boston, MA and Paris, France",50,2011,https://www.opendatasoft.com,,OpenDataSoft,NA,-1.0
OpenEye Scientific Software,Privately held,"Computer software,Research and development,Biotechnology,Cheminformatics",-1,,100,-1,,,OpenEye Scientific Software,NA,-1.0
OpenGov,Privately held company,,-1,,250,-1,,,OpenGov,NA,-1.0
"Opengear, Inc.",Private,"computer network,management technology",-1,,-1,-1,,,Opengear,NA,-1.0
Opower,Subsidiary,"Software industry,Software",-1,,-1,-1,,,Opower,NA,-1.0
"Optoro, Inc.",Privately held company,Computer software reverse logistics,-1,,-1,-1,,,Optoro,NA,-1.0
Oracle Corporation,Public,"Enterprise software,Cloud computing,Computer hardware",39070000000,,135000,-1,,,Oracle Corporation,ORCL,56.65999984741211
OrangeHRM,Private,HR Software,-1,,100,-1,,,OrangeHRM,NA,-1.0
Ounce Labs,,software,-1,"Waltham, Massachusetts",-1,2002,,,Ounce Labs,NA,-1.0
"OutStart, lnc.",Private,Software,-1,,120,-1,,,"OutStart, Inc.",NA,-1.0
"OverDrive, Inc.",Subsidiary,eBooks Library Services School Services Software and App Development Digital Content Management Publishing,-1,,-1,-1,,,"OverDrive, Inc.",NA,-1.0
Overcast Media Inc.,,,-1,,-1,-1,,,Overcast Media,NA,-1.0
P-Cube Ltd.,Subsidiary,Computer networking,-1,,-1,-1,,,P-Cube,NA,-1.0
Power Admin,Private Company,"Network monitoring,Computer performance,Remote administration,Application performance management,Website monitoring,Network management,System monitor,Comparison of network monitoring systems",-1,,-1,-1,,,PA Server Monitor,NA,-1.0
PARC,,,-1,,-1,-1,,,PARC (company),NA,-1.0
PGP Corporation,Subsidiary,Computer Software,-1,,225,-1,,,PGP Corporation,NA,-1.0
"PIER Systems, Inc.",,Communication Technologies,-1,,-1,-1,,,PIER Systems,NA,-1.0
"PKWARE, Inc",Private,Software,-1,,100,-1,,,PKWare,NA,-1.0
PROS,Public,Enterprise software,-1,,-1,-1,https://pros.com/,,PROS (company),AGQ,48.849998474121094
PSSC Labs,Private,"Computer hardware,IT hardware,IT service management,IT services",-1,,-1,-1,,,PSSC Labs,NA,-1.0
PTC Inc.,Public,"Computer-aided design,Computer-aided manufacturing,Computer-aided engineering,Product lifecycle management,Software,Internet of Things",1164000000,,6055,-1,,,PTC (software company),PTC,93.94000244140625
PacketVideo Corporation,Privately Held,,-1,,-1,-1,,,PacketVideo,NA,-1.0
"PagerDuty, Inc.",Public,"Information technology,Incident management,Information technology operations",84000000,"San Francisco, California",524,-1,https://www.pagerduty.com/,,PagerDuty,PD,30.299999237060547
Palamida,Privately held,"Open Source License Management,Application lifecycle management",-1,,-1,-1,,,Palamida,NA,-1.0
Palantir Technologies Inc.,Public,Software,739000000,,0,-1,,,Palantir Technologies,PTN,0.4088999927043915
PandaDoc,Private,"Software as a service,SaaS",-1,,-1,2013,,,PandaDoc,NA,-1.0
Panic Inc.,Private,"Software,Video game industry,Video games,Consumer electronics",-1,,-1,-1,,,Panic Inc.,NA,-1.0
