name,industry,type,founded,num_employees,Revenue(in millions),Profit(in millions),students_careers_url,hq_location,website,score
Nodejitsu,Other,Private,2010,250,192,-,https://lensa.com/nodejitsu/jobs/c/90a66401744bf3756b646ba30abf2518cf6e8659,,nodejitsu.com,21.84340422
Cleo,Software,Private,1976,300,40,,https://hicleo.com/careers/,"Rockford, IL",cleo.com,21.84281854
Trumpia,Software,Private,2006,80,125,-,https://www.trumpia.com/about-us/our-company,,trumpia.com,21.84151214
NuoDB,"Software,Database",Private,2008,85,6,-,https://nuodb.com/about/careers,,nuodb.com,21.84076311
"GenArts, Inc.",Software,Private,1996,50,-,-,https://borisfx.com/company/careers/,"Cambridge, MA",genarts.com,21.84042541
Oracle Bronto,Social media,Public,2002,400,80,-,https://bronto.com/,"Redwood City, CA",bronto.com,21.80393544
rewardStyle,"Software,Networking",Private,2011,250,4,-,https://about.rewardstyle.com/careers,Dallas Texas,rewardstyle.com,21.80215366
"Fixstars Solutions, Inc.",Software,Private,2008,180,46,-,https://angel.co/company/fixstars-solutions/jobs,,fixstars.com,21.80183747
Bromium,Software,Private,2010,120,120,-,https://www.bromium.com/careers/,"Cupertino, CA",bromium.com,21.80181921
Epicor,Software,Private,1972,4100,900,-,https://jobs.epicor.com/,,epicor.com,21.80087042
Forward Networks,Other,Private,2013,40,29.5,-,https://forwardnetworks.com/about/careers/,"Palo Alto, CA",forwardnetworks.com,21.80053656
Datalight,Software,Private,1983,30,-,-,https://www.indeed.com/cmp/Datalight,"Espoo, Finland",datalight.com,21.80025525
Spatial Corp.,Software,Private,1986,75,7830,-,https://www.spatial.com/company/careers,"New York, NY",spatial.com,21.77272237
"Comverse Technology, Inc.",Software,Private,-,4500,1590,-,https://www.zippia.com/comverse-careers-995903/,,mavenir.com,21.76886351
Masergy Communications,Software,Private,2000,700,300,-,https://www.masergy.com/careers,"Plano, TX",masergy.com,21.76795132
Tricentis,"Software,Consulting",Private,2007,750,100,-,https://www.tricentis.com/company/careers/,,tricentis.com,21.76704636
Dialogic,Networking,Private,1983,550,63,-,https://www.dialogic.com/careers,"Milpitas, CA",dialogic.com,21.76509859
Versant Object Database,Other,Private,1988,500,25.3,-,https://versanthealth.com/careers/,"Linthicum, MD",versant.com,21.7644224
Revolution Analytics,Software,Private,2007,340,11,-,https://jobs.revolution.com/,"Mountain View, CA",revolutionanalytics.com,21.76296597
Insilico Medicine,"Software,Pharmaceuticals",Private,2014,70,10.9,-,https://insilico.com/career,,insilicomedicine.com,21.76066808
EnterpriseAlumni Inc.,Software,Private,2016,40,6,-,https://enterprisealumni.com/careers/,"Los Angeles, CA",enterprisealumni.com,21.76038024
"Diffeo, Inc.",Software,Private,2012,25,-,-,https://angel.co/company/diffeo/jobs,"Cambridge, MA",diffeo.com,21.76021271
Mavenir,"Software,Networking",Private,2017,3300,108,-,https://mavenir.com/about/,"Richardson, TX",mavenir.com,21.74879554
"CyberArk Software, Inc.",Software,Public,1999,1380,343,90,https://careers.cyberark.com/,"Newton, MA",cyberark.com,21.73402295
Intetics,"Software,Consulting",Private,1995,700,14.4,-,https://intetics.com/careers,"Naples, FL",intetics.com,21.72605154
Sonic Foundry Inc.,"Software,Consulting",Private,1991,250,5600,-,https://sonicfoundry.com/careers/,"Madison, WI",sonicfoundry.com,21.71937761
Railinc Corporation,Software,Private,1998,2500,12,-,http://public.railinc.com/careers/university-recruiting,"Cary, NC",railinc.com,21.70135038
Convoy,Software,Private,2015,1000,500,,https://convoy.com/convoy-careers/,"Seattle, WA",convoy.com,21.69183417
"HelpSystems, LLC",Other,Private,1982,950,250,-,https://www.helpsystems.com/about/careers,"Minneapolis, MN",helpsystems.com,21.68974578
MontaVista Software.,"Software,Networking",Private,1999,250,276,,https://mvhs.fuhsd.org/guidance-student-support/college-career-planning/college-career-center,"San Jose, CA",mvista.com,21.68396298
"Rogue Wave Software, Inc.",Other,Private,1989,400,79.5,-,https://www.roguewave.com/products-services/student-request-form,"Louisville, CO",roguewave.com,21.68393211
Broadleaf Commerce,E-Commerce,Private,2008,450,7,-,https://www.broadleafcommerce.com/careers,"Dallas, Texas",broadleafcommerce.com,21.68387526
Precise Software Solutions,Software,Private,1990,420,26,,https://www.precise-soft.com/careers,"Houston, TX",precise.com,21.6837464
"Xinuos, Inc.",Software,Private,2011,200,150,-,https://www.xinuos.com/careers-overview/,"Berkeley, CA",xinuos.com,21.68269943
TeamQuest Corporation,"Software,Consulting",Private,1991,200,18,-,https://www.team-quest.org/jobs,"Eden Prairie, MN",helpsystems.com,21.68182138
RainStor,"Software,Consulting",Private,2003,200,12,-,https://www.mckinsey.com/careers/students,"San Francisco, CA",rainstor.com,21.68178147
Handmark,Other,Private,2000,100,11,-,https://www.lockheedmartinjobs.com/college-students,"Kansas City, MO",handmark.com,21.68092399
QC Ware,Other,Private,2014,30,3,,https://qcware.com/qc-ware-job-opening-quantum-algorithms-intern/,"San Francisco, CA",qcware.com,21.6802752
QAD Inc.,Software,Public,1979,1950,333,-,https://www.qad.com/about/careers,"Santa Barbara, CA",qad.com,21.65880612
Daintree Networks,Networking,Private,2003,10,7780,-,https://www.gecurrent.com/careers,"Los Altos, CA",daintree.net,21.65183675
CallMiner,Software,Private,2002,250,52,-,https://careers.callminer.com/,"Fort Myers, FL",callminer.com,21.64247295
CTERA,"Distributed Systems,Database,Networking",Private,2008,160,23,-,https://www.ctera.com/company/careers/,"New York, NY",ctera.com,21.64151431
Pervasive Software Inc.,Software,Private,1994,10,47.2,-,"https://www.glassdoor.com/Job/pervasive-software-jobs-SRCH_KE0,18.htm","Redwood City, CA",pervasive.com,21.64039905
"Collaborative Drug Discovery, Inc.",Other,Private,2004,30,11,-,https://www.collaborativedrug.com/about/careers/,"Burlingame, CA",collaborativedrug.com,21.64032842
Windward Studios,Software,Private,1996,30,6,-,https://www.windwardstudios.com/company/careers,"Boulder, CO",windwardstudios.com,21.64029516
Walker Digital LLC,Other,Private,1994,10,13,-,walkerdigital.com,"Stamford, CT",walkerdigital.com,21.64017156
Kamakura Corporation,Software,Private,1990,25,3490,-,http://www.kamakuraco.com/company/careers.aspx,,kamakuraco.com,21.62342778
Digital River,E-Commerce,Private,1994,1239,371,-,https://www.digitalriver.com/careers/,"Minnetonka, MN",digitalriver.com,21.61300954
Dimensional Insight,Other,Private,1989,110,1300,-,https://www.dimins.com/business-intelligence-jobs/,"Burlington, MA",dimins.com,21.60958335
WebAssist.com Corporation,Software,Private,1999,20,391,-,https://www.linkedin.com/company/webassist,"San Diego, CA",webassist.com,21.60277105
Inbenta,"Software,Consulting,Networking,Artificial Intelligence",Private,2005,165,14.2,,https://www.inbenta.com/en/about-us/careers/,,inbenta.com,21.60149831
Quid Inc.,Other,Private,2010,125,24.3,-,https://quid.com/careers-2/,"San Francisco, CA",quid.com,21.60122517
"Integration Point, Inc.",Other,Private,2002,100,19.4,-,https://www.thomsonreuters.com/en/careers.html,"Charlotte, NC",integrationpoint.com,21.60097987
RenderX,Software,Private,1999,100,17,-,http://www.renderx.com/,"Palo Alto, CA",renderx.com,21.6009639
Timesys Corporation,Software,Private,1996,50,29.5,-,https://www.timesys.com/about-us/careers/,"Pittsburgh, PA",timesys.com,21.60062164
RadView Software,Software,Public,1993,15,7,-,https://www.radview.com/company/careers/,,radview.com,21.60017419
Intergraph Corporation,Software,Private,1969,4000,808,-,https://hexagonppm.com/about/careers,"Madison, AL",hexagonppm.com,21.59940762
Information Builders (ibi),Software,Private,1975,1400,315,-,https://www.ibi.com/careers/,"New York, NY",ibi.com,21.57400686
Reaction Design,Other,Private,1997,50,1200,-,https://www.ansys.com/about-ansys/careers,"San Diego, CA",reactiondesign.com,21.56840767
Zylog Systems Limited,Consulting,Public,1995,697,102,313,https://www.zsl.org/about-us/jobs,,zsl.com,21.56660872
"Mediapolis, Inc.","Software,Networking",Private,1995,10,774,-,mediapolis.com,"New York City, NY",mediapolis.com,21.56523364
Tufin,"Consulting,Networking,Security",Public,2005,400,38,-,https://www.tufin.com/careers,"Boston, MA",tufin.com,21.56365606
"Dimdim, Inc.",Software,Private,2006,200,9,-,https://www.salesforce.com/company/careers/?d=70130000000i80S,"Boston, MA",dimdim.com,21.56176151
Vicarious,Artificial Intelligence,Private,2010,120,17.8,-,https://www.vicarious.com/careers/,"San Francisco, CA",vicarious.com,21.56113939
"CloudSight, Inc.","Software,Networking",Private,2012,50,2,-,https://angel.co/company/cloudsightai/jobs,"Los Angeles, CA",cloudsight.ai,21.56043872
Lavastorm,"Software,Networking,Data Analytics",Private,1993,20,35,-,https://www.infogix.com/careers/,"Boston, MA",lavastorm.com,21.56040298
Pristine.io,Multimedia,Private,2013,20,17.5,-,https://www.builtinaustin.com/company/pristineio,"Austin, TX",pristine.io,21.56028657
SelfCAD,Other,Private,2015,20,3,-,https://www.selfcad.com/,"Greater New York Area, NY",selfcad.com,21.56019012
Witlingo Inc.,Other,Private,2016,10,1,-,https://www.witlingo.com/about/,"Washington, DC",witlingo.com,21.56009173
UNICOM Global,"Software,Consulting",Private,1981,1000,508,-,https://www.unicomglobal.com/opportunities/,"Mission Hills, CA",unicomglobal.com,21.53188738
Telogis,Software,Private,2001,500,100,-,https://www.verizon.com/about/careers/college-students,"Aliso Viejo, CA",telogis.com,21.5249193
Numerix LLC,Software,Private,1996,300,67.3,-,https://www.numerix.com/careers,"New York, NY",numerix.com,21.52300014
Blitz,Software,Private,2006,200,11,-,https://blitz.com/,,blitz.io,21.52177482
Imply,Software,Private,2015,150,20.2,-,https://imply.io/careers,"Burlingame, CA",imply.io,21.5214106
BenchPrep,Other,Private,2009,140,22.3,-,https://benchprep.com/,"Chicago, IL",benchprep.com,21.52133949
"Open iT, Inc.",Software,Private,1999,132,21,-,https://openit.com/about-us/careers/,,openit.com,21.52126278
Casebook PBC,"Software,Consulting,Distributed Systems",Public,2017,100,7,-,https://www.casebook.net/jobs/,"New York, NY",casebook.net,21.52089739
"Sealevel Systems, Inc.","Software,Electronics",Private,1986,60,15,-,https://www.sealevel.com/company/careers/,"Liberty, South Carolina",sealevel.com,21.52061027
Talygen Inc.,"Software,Consulting,Networking",Private,2009,50,7,-,https://talygen.com/,"Palo Alto, CA",talygen.com,21.52047197
"IntervalZero, Inc.",Software,Private,2008,50,6,-,https://www.intervalzero.com/company/careers/,"Waltham, MA",intervalzero.com,21.52046532
"Objective Interface Systems, Inc.","Software,Electronics",Private,1989,40,8,-,http://www.ois.com/About-Us/careers.html,"Herndon, VA",ois.com,21.52039354
Rocketium Technologies Pvt. Ltd.,"Consulting,Multimedia",Private,2015,25,6,-,https://angel.co/company/rocketium/jobs,,rocketium.com,21.52025262
Keap,E-Commerce,Private,2001,650,100,-,https://keap.com/about/careers,,keap.com,21.48619553
Netcracker Technology,"Software,Consulting",Private,1993,-,-,-,https://www.netcracker.com/careers/,,netcracker.com,21.48
Yap Inc.,Networking,Private,-,-,-,-,http://yapinc.org/jobs,,yapinc.org,21.48
Pyze,Software,Private,2013,-,-,-,https://www.pyze.com/careers/,"Redwood City, California",pyze.com,21.44
PROS,Software,Public,-,-,-,-,https://pros.com/about-pros/careers/students-opportunities/,,pros.com,21.44
ImageSource Inc.,Other,Private,-,-,-,-,https://imagesourceinc.com/career/,,imagesourceinc.com,21.44
Kurzweil Education (formerly Kurzweil Educational Systems),Software,Private,-,-,-,-,https://www.kurzweiledu.com/about-kurzweil/careers.html,,kurzweiledu.com,21.44
Globalscape,"Consulting,Networking,Security",Public,-,-,-,-,https://www.globalscape.com/careers,,globalscape.com,21.4
SQLstream,Other,Private,-,-,-,-,https://sqlstream.com/company/careers/,,sqlstream.com,21.4
Buildium,Other,Private,-,-,-,-,https://www.buildium.com/careers/,,buildium.com,21.4
"Zumobi, Inc",Social media,Private,-,-,-,-,https://www.builtinseattle.com/company/zumobi/jobs,,zumobi.com,21.4
"Venafi, Inc","Software,Consulting,Networking,Security",Private,-,-,-,-,https://www.venafi.com/careers,,venafi.com,21.4
Planview,Software,Private,-,900,-,-,https://www.planview.com/company/careers/,,planview.com,21.3676574
Voxeet,Software,Private,-,-,-,-,https://angel.co/company/voxeet/jobs,,voxeet.com,21.36
Sarnoff Corporation,"Software,Consulting,Electronics",Private,-,-,-,-,https://www.indeed.com/cmp/Sarnoff-Corporation,,sarnoff.com,21.36
OpenGov,Other,Private,-,250,-,-,https://www.opm.gov/policy-data-oversight/hiring-information/students-recent-graduates/,,opengov.com,21.32212706
Kulabyte Corporation,"Software,Multimedia",Private,-,-,-,-,https://www.haivision.com/about/careers/,,haivision.com,21.32
eVoice,Other,Private,-,-,-,-,https://www.indeed.com/q-Automated-Voice-jobs.html,,evoice.com,21.32
"SS&C Technologies, Inc.",Software,Public,-,22600,6360,-,https://www.ssctech.com/about-us/careers/recent-graduates,,ssctech.com,21.31459186
"SAP Fieldglass, Inc.",Software,Private,-,1000,-,-,https://www.fieldglass.com/company/careers,,fieldglass.com,21.28850822
"Smith Micro Software, Inc",Software,Public,-,160,26.3,-,https://www.smithmicro.com/careers/,,smithmicro.com,21.28153626
Bloomfire,Software,Private,2010,-,-,-,https://bloomfire.com/,"Austin, Texas",bloomfire.com,21.28
Revionics,Other,Private,-,0,-,-,https://revionics.com/careers/,,revionics.com,21.28
SignalFx,Other,Private,2013,200,-,-,https://www.indeed.com/q-Signalfx-jobs.html,,signalfx.com,21.24170164
FloQast,Software,Private,2013,150,-,-,https://floqast.com/company/careers/,"Los Angeles, California Los Angeles California United States U.S.",floqast.com,21.24127623
Sansar,Other,Private,-,-,-,-,https://www.sansar.com/,,sansar.com,21.24
TrackingPoint,Software,Private,-,-,-,-,https://www.tracking-point.com/careers/,,tracking-point.com,21.24
Invite Media,Social media,Private,-,-,-,-,http://www.invitemedia.com/careers/open_positions.html,,invitemedia.com,21.24
FalconStor Software,Software,Public,-,-,-,-,https://www.falconstor.com/careers/,,falconstor.com,21.24
NetMotion Software,Software,Private,-,130,-,-,https://www.netmotionsoftware.com/culture-values-careers,,netmotionsoftware.com,21.20110607
Modernizing Medicine,Software,Private,2010,-,-,-,https://www.modmed.com/company/careers/,,modmed.com,21.2
"ClickSoftware, A Salesforce Company",Software,Public,-,700,126,-,https://www.salesforce.com/company/careers/,,clicksoftware.com,21.16679389
Callidus Software Inc.,Software,Private,-,1,253,-,https://www.sap.com/about/careers.html,,calliduscloud.com,21.16168293
Digital Reasoning,Other,Private,-,-,-,-,https://digitalreasoning.com/careers/,,digitalreasoning.com,21.16
Devicescape,Software,Private,-,-,-,-,http://www.devicescape.com/open-positions/,,devicescape.com,21.12
Cherwell Software,Software,Private,-,-,-,-,https://www.cherwell.com/about/careers/,,cherwell.com,21.12
Infinidat,Database,Private,-,-,-,-,https://hiring.infinidat.com/,,infinidat.com,21.12
"DeepScale, Inc.",Other,Private,-,-,-,-,http://deepscale.ai/careers/,,deepscale.ai,21.12
"Envivio, Inc.","Software,Multimedia",Public,-,500,50.6,-,https://www.indeed.com/cmp/Envivio,,envivio.com,21.0845907
"ecoATM, LLC",Other,Private,2008,300,26.1,-,https://www.ecoatm.com/pages/careers,,ecoatm.com,21.08272608
Lightspeed Systems,Other,Private,-,-,-,-,https://www.lightspeedsystems.com/company/careers/,,lightspeedsystems.com,21.08
Dealpath,"Software,Real Estate",Private,2014,-,-,-,https://www.dealpath.com/careers/,"San Francisco, CA",dealpath.com,21.08
Traction Software,Software,Private,-,-,-,-,http://tractionsoftware.com/contact,,tractionsoftware.com,21.08
"Plex Systems, Inc.",Software,Private,1995,-,-,-,https://www.plex.tv/about/careers/,,plex.com,21.08
"GrammaTech, Inc.","Software,Consulting",Private,-,-,-,-,https://www.grammatech.com/careers,,grammatech.com,21.08
Zadara Storage,Database,Private,-,-,-,-,https://www.zadara.com/about/careers/,,zadara.com,21.08
Hoopla Software,Software,Private,2010,35,-,-,https://www.hoopla.net/careers/,,hoopla.net,21.04029779
LunarG,Software,Private,2009,-,-,-,https://www.lunarg.com/about/careers/,Colorado United States,lunarg.com,21.04
Koombea,Software,Private,-,-,-,-,https://www.koombea.com/careers/,,koombea.com,21.04
"Matroid, Inc.",Software,Private,-,-,-,-,https://angel.co/company/matroid,,matroid.com,21.04
"No Magic, Inc.",Software,Private,1995,-,-,-,https://www.nomagic.com/component/k2/itemlist/category/4-internship-program,,nomagic.com,21.04
MiMedia,Other,Private,-,-,-,-,https://angel.co/company/mimedia/jobs,,mimedia.com,21.04
"Hyland Software, Inc.",Software,Private,-,3500,-,-,https://www.hyland.com/en/careers,,hyland.com,21.02977879
Perceptive Software,Other,Private,-,900,-,-,https://www.hyland.com/en/careers,,hyland.com,21.0076574
Xactly Corporation,Software,Private,-,500,-,-,https://www.xactlycorp.com/company/careers,,xactlycorp.com,21.00425411
Strata,Social media,Public,-,240,-,-,https://www.stratadecision.com/careers/,,stratadecision.com,21.00204197
Red Touch Media,Other,Private,-,60,-,-,https://www.redtouchmedia.com/about/jobs/,,redtouchmedia.com,21.00051049
Mindgrub Technologies,Other,Private,2002,-,-,-,https://www.mindgrub.com/careers,,mindgrub.com,21
"Logi Analytics, Inc",Data Analytics,Private,-,-,-,-,https://www.logianalytics.com/company/careers/,,logianalytics.com,21
PrepMe LLC,Networking,Private,-,-,-,-,https://www.linkedin.com/company/prepme,,prepme.com,21
Blackboard,Software,Private,-,3000,700,-,https://careers.blackboard.com/,,careers.blackboard.com,20.99018099
Serena Software Inc.,"Software,Consulting",Private,-,400,219,-,https://www.ziprecruiter.com/Jobs/Serena-Software,,serena.com,20.96486005
Turbonomic,"Software,Consulting,Artificial Intelligence",Private,-,553,-,-,https://www.turbonomic.com/company/careers/,,turbonomic.com,20.96470505
"Skytap, Inc.",Other,Private,-,100,-,-,https://www.skytap.com/careers/,,skytap.com,20.96085082
GridPoint,Other,Private,-,-,-,-,https://www.gridpoint.com/careers/,,gridpoint.com,20.96
SourceClear,Other,Private,2013,-,-,-,"https://www.glassdoor.com/Overview/Working-at-SourceClear-EI_IE887705.11,22.htm",,srcclr.com,20.96
"ZeroC, Inc.",Software,Private,2002,-,-,-,https://zeroc.com/jobs,,zeroc.com,20.96
Eze Castle Integration,Consulting,Private,-,700,-,-,https://www.eci.com/about-us/careers/,,eci.com,20.92595576
"QxBranch, Inc.",Software,Private,-,15,-,-,https://careers.smartrecruiters.com/QxBranch,,qxbranch.com,20.92012762
"CloudEndure, Inc.","Software,Consulting,Distributed Systems",Private,-,-,-,-,https://www.cloudendure.com/,,cloudendure.com,20.92
"Medidata Solutions, Inc.",Software,Private,-,1998,636,-,https://www.medidata.com/en/careers/,,medidata.com,20.90123003
Virtusa Corporation,"Software,Consulting",Public,-,20000,1020,-,https://mycareer.virtusa.com/jobs/,,virtusa.com,20.89694941
"Sage Intacct, Inc",Software,Private,-,-,-,-,https://jobs.jobvite.com/sage-intacct,,sageintacct.com,20.88
jKool,Consulting,Private,2014,-,-,-,https://www.linkedin.com/company/jkool,,jkoolcloud.com,20.88
Kinoma,Software,Private,-,15,-,-,"https://www.glassdoor.com/Jobs/Kinoma-US-Jobs-EI_IE24365.0,6_IL.7,9_IN1.htm",,kinoma.com,20.84012762
Jadu,Software,Private,-,-,-,-,https://www.jadu.net/careers,,jadu.net,20.84
Precisely,Other,Private,-,2000,-,-,https://www.precisely.com/careers-and-culture,,precisely.com,20.81701645
"Mitchell International, Inc.",Software,Private,-,1700,-,-,https://www.mitchell.com/careers,,mitchell.com,20.81446398
Smarsh,Software,Private,2001,620,111,-,https://www.smarsh.com/careers/,,smarsh.com,20.76601346
Opendatasoft,Data Analytics,Private,2011,50,-,-,"https://www.glassdoor.com/Overview/Working-at-Opendatasoft-EI_IE2127697.11,23.htm","Boston, MA and Paris, France",opendatasoft.com,20.76042541
Kenandy Inc.,Distributed Systems,Private,2010,-,-,-,https://www.kenandy.com/careers/,,kenandy.com,20.76
"SALVAGEDATA Recovery, Inc.",Consulting,Private,2003,-,-,-,"https://www.glassdoor.com/Overview/Working-at-SalvageData-EI_IE963554.11,22.htm",,salvagedata.com,20.76
"Deacom, Inc.",Other,Private,-,165,-,-,https://deacom.com/careers,,deacom.com,20.72140386
"Leadspace, Inc.",Software,Private,-,-,-,-,https://www.leadspace.com/careers/,,leadspace.com,20.72
"Dieselpoint, Inc.","Software,Consulting",Private,-,-,-,-,http://dieselpoint.com/careers/index.html,,dieselpoint.com,20.72
Search Technologies Corp.,"Software,Consulting",Private,-,-,-,-,https://careers.smartrecruiters.com/SearchTechnologies,,searchtechnologies.com,20.72
"KANA Software, Inc.",Software,Private,-,350,100,-,https://www.zippia.com/kana-software-careers-28371/,,kana.com,20.68364307
"SilkRoad Technology, Inc.",Software,Private,-,300,-,-,https://silkroadtechnology.com/careers/,,silkroad.com,20.68255247
"DaySmart Software, Inc.",Software,Private,-,61,-,-,http://careers.daysmart.com/,,daysmart.com,20.680519
"Semantria, Inc.",Software,Private,-,-,-,-,https://www.lexalytics.com/students-trial-signup,,lexalytics.com,20.68
Seven Network,Other,Private,-,-,-,-,https://www.seven.com/careers.php,,seven.com,20.68
ShipWorks,E-Commerce,Private,-,-,-,-,https://www.shipworks.com/blog/we-are-hiring-st-louis-software-company/,,shipworks.com,20.64
Instabase,Software,Private,-,-,-,-,https://about.instabase.com/careers/,,instabase.com,20.64
"Redcort Software, Inc.",Software,Private,-,-,-,-,https://www.redcort.com/careers,,redcort.com,20.64
"Levi, Ray & Shoup, Inc.",Software,Private,-,630,-,-,https://jobs.lrs.com/,,lrs.com,20.60536018
Skyhook,Other,Private,-,75,-,-,https://www.skyhook.com/careers,,skyhook.com,20.60063812
Vesess,"Software,Networking",Private,2004,-,-,-,https://www.vesess.com/careers/,,vesess.com,20.6
Meta SaaS,Software,Private,-,-,-,-,https://angel.co/company/metasaas/jobs?src=rec,,metasaas.com,20.6
IGG Software Inc.,Software,Private,-,9,-,-,https://www.iggsoftware.com/about.php,,iggsoftware.com,20.6
Raindance Communications,"Software,Networking",Private,-,-,-,-,https://www.raindance.org/london/our-fabulous-interns/,,raindance.com,20.6
GroupLogic,Software,Private,-,40,-,-,https://angel.co/company/grouplogic,,grouplogic.com,20.56034033
Visio Corporation,Software,Private,1989,-,-,-,https://careers.vizio.com/,,visio.com,20.56
"Impetus Technologies, Inc.",Software,Private,1991,1600,60,-,https://www.impetus.com/careers,,impetus.com,20.53401227
Daily Journal Corporation,Software,Public,1986,250,48.7,-,https://dailyjournal.com/job_listings,Los Angeles California,dailyjournal.com,20.522451
Looksery,Software,Private,-,45,-,-,https://www.linkedin.com/company/looksery,,looksery.com,20.52038287
TownNews.com,Networking,Private,1989,-,-,-,http://www.townnews365.com/about/careers/article_42f270fc-78d0-11e5-b3d4-6b11917f1948.html?mode=jqm,,townnews365.com,20.52
ZL Technologies,Software,Private,-,-,-,-,https://www.zlti.com/careers/,,zlti.com,20.52
MadCap Software,Software,Private,-,-,-,-,https://www.madcapsoftware.com/company/careers/,,madcapsoftware.com,20.52
Mi9 Retail,Software,Private,-,-,-,-,https://mi9retail.com/about-us/careers/,,mi9retail.com,20.52
TopTenWholesale,Other,Private,-,-,-,-,https://www.toptenwholesale.com/about.html,,toptenwholesale.com,20.52
Kinetica,Other,Private,-,-,-,-,https://www.kinetica.com/careers/,,kinetica.com,20.52
Network Automation,Other,Private,-,-,-,-,https://www.networktocode.com/careers/,,networkautomation.com,20.52
dtSearch Corp.,Software,Private,-,-,-,-,https://www.dtsearch.com/CS_recruit.html,,dtsearch.com,20.52
nCino,"Software,Finance",Public,-,935,-,-,https://www.ncino.com/culture-careers/job-openings,,ncino.com,20.48795519
Zango,Other,Private,-,100,-,-,https://www.indeed.com/cmp/Zango,,zango.com,20.48085082
"Encore Software, LLC",Software,Private,-,-,-,-,https://encore.org/,,encore.com,20.48
MulticoreWare Inc.,Software,Private,-,250,-,-,https://multicorewareinc.com/jobs/,,multicorewareinc.com,20.44212706
"Velocify, Inc.",Software,Private,-,150,-,-,https://www.indeed.com/cmp/Velocify,,velocify.com,20.44127623
Revolution Prep,Networking,Private,-,-,-,-,https://www.revolutionprep.com/,,revolutionprep.com,20.44
Red Bend Software,"Software,Consulting,Networking",Private,-,-,-,-,https://angel.co/company/red-bend-software,,redbend.com,20.44
Netsmart Technologies,"Software,Consulting,Pharmaceuticals",Private,-,2100,355,-,https://www.ntst.com/About-Us/Careers,,ntst.com,20.42022869
Smartface Inc.,Software,Private,-,20,-,-,https://smartface.io/careers/smartface-young-talent-program/,,smartface.io,20.40017016
"Raxco Software, Inc.",Software,Private,1978,-,-,-,https://www.raxco.com/careers,,raxco.com,20.4
Solid Documents Limited,Software,Private,-,-,-,-,https://www.linkedin.com/company/solid-documents-limited,,soliddocuments.com,20.4
Honeywell Intelligrated,Travel,Public,-,-,-,-,https://careers.honeywell.com/us/en/campaign-sps-us-intelligrated-install,,intelligrated.com,20.4
"Cincom Systems, Inc.","Software,Consulting",Private,-,-,-,-,https://www.cincom.com/us/company/careers,,cincom.com,20.4
Catalant,Software,Private,-,-,-,-,https://gocatalant.com/careers/,,gocatalant.com,20.4
Tomofun,Other,Private,-,-,-,-,https://www.linkedin.com/company/tomofun,,furbo.com,20.36
Divide (previously Enterproid),Consulting,Private,-,-,-,-,https://www.indeed.com/q-Divide-jobs.html,,divide.com,20.36
Ciright Systems,"Software,Consulting,Distributed Systems",Private,-,-,-,-,https://careers.smartrecruiters.com/Ciright,,ciright.com,20.36
Cloudwords,Software,Private,2010,-,-,-,https://www.cloudwords.com/blog/cloudwords-university-enroll-now,"San Francisco, California",cloudwords.com,20.36
Xangati,"Software,Artificial Intelligence",Private,-,-,-,-,https://www.indeed.com/cmp/Xangati,,xangati.com,20.32
New Atlanta Communications,Software,Private,1998,-,-,-,https://www.newatlanta.com/corporate/careers.jsp,,newatlanta.com,20.32
NetSol Technologies,Software,Public,1997,-,-,-,https://www.netsoltech.com/,"Calabasas, California United States",netsoltech.com,20.32
"CrowdOptic, Inc.","Software,Electronics",Private,-,-,-,-,https://www.crowdoptic.com/jobs,,crowdoptic.com,20.28
ByWater Solutions LLC,Software,Private,-,-,-,-,http://bywatersolutions.com/about-us,,bywatersolutions.com,20.28
Iretron,Other,Private,-,0,-,-,https://iretron.com/pages/jobs,,iretron.com,20.28
Exela Technologies,"Software,Consulting",Public,-,22000,-,-,https://www.exelatech.com/careers,,exelatech.com,20.26718094
Mitchell 1,Automobiles,Private,-,-,-,-,https://mitchell1.com/jobs/,,mitchell1.com,20.24
US Fleet Tracking,Other,Private,-,-,-,-,https://www.usfleettracking.com/,,usfleettracking.com,20.24
"Veriato, Inc.",Software,Private,-,-,-,-,https://www.veriato.com/company/careers,,veriato.com,20.24
Sopheon,Software,Public,-,-,-,-,https://www.sopheon.com/careers/,,sopheon.com,20.24
CYBRA Corporation,Software,Public,-,-,-,-,https://cybra.com/careers/,,cybra.com,20.24
NovaStor,Software,Private,1987,-,-,-,https://www.novastor.com/company/careers,Agoura Hills,novastor.com,20.24
TransLattice,Database,Private,-,20,-,-,https://lensa.com/translattice/jobs/c/650cd55e43368f35f29a52de50eb14f127a509cd,,translattice.com,20.20017016
LabWare,Software,Private,-,-,-,-,https://www.labware.com/en/p/About-Us/Careers,,labware.com,20.2
Zugara,Software,Private,-,-,-,-,https://www.linkedin.com/company/zugara,,zugara.com,20.2
KeyedIn Solutions,Software,Private,-,-,-,-,https://www.keyedin.com/company/careers/,,keyedin.com,20.2
Virsto,Software,Private,-,-,-,-,https://angel.co/company/virsto-software/jobs,,virsto.com,20.2
"Bright Machines, Inc.",Software,Private,-,500,-,-,https://www.brightmachines.com/join-the-team/,,brightmachines.com,20.16425411
Sitrion,Other,Private,-,85,-,-,https://www.sitrion.com/about/careers,,sitrion.com,20.1607232
