name,industry,type,founded,num_employees,revenue,stock price,student_careers_url
Caligari Corporation,"software,animation",,1985,-1,-1,-1.0,https://www.mckinsey.com/careers/students
Caliper Corporation,"Cartography,Mapping Software,Geographic information system,Geographic Information Systems",Private,-1,-1,-1,-1.0,https://www.caliper.com/jobs.htm
CallMiner,Software,Private,2002,-1,-1,-1.0,https://careers.callminer.com/
Callidus Software Inc.,Enterprise software,Subsidiary,-1,1,253091000,-1.0,https://www.sap.com/about/careers.html
"Callware Technologies, Inc.","Telecommunications,Software",Private,-1,-1,-1,-1.0,https://www.callware.com/388/about-us/career-opportunities/
Calm (company),,Private,2012,0,-1,-1.0,https://boards.greenhouse.io/calm
Cambium Learning Group,,Private,-1,-1,-1,-1.0,https://www.cambiumlearning.com/careers/
Cambridge Semantics,Computer software,Private,-1,-1,-1,-1.0,https://www.cambridgesemantics.com/about-us/careers/
Campus Consortium,K-12 Higher Education,Not for Profit,-1,50,-1,-1.0,https://www.campusconsortium.org/
Campus Management Corp.,Higher Education Nonprofit and Industry Software Solutions,Private,1988,750,-1,-1.0,https://www.campusmanagement.com/about-us/careers-at-Campus-Management/
Canopy,software,,2010,-1,-1,-1.0,https://angel.co/company/canopy-nyc/jobs?src=rec
CapLinked,,,2010,-1,-1,-1.0,https://angel.co/company/caplinked/jobs
Cape Clear,software,Privately held firm,1999,-1,-1,-1.0,https://en.wikipedia.org/wiki/Cape_Clear_(software_company)
Carahsoft,,,-1,-1,-1,-1.0,https://www.carahsoft.com/careers
"Carbon Black, Inc.",Endpoint security,Subsidiary,2002,1000,-1,-1.0,https://lifeatcb.carbonblack.com/
"Carbonite, Inc.",,Subsidiary,2006,-1,-1,-1.0,https://www.carbonite.com/what-is-carbonite/careers
Casebook PBC,"Cloud computing,Software,New York City,New York",Public,-1,-1,-1,-1.0,https://www.casebook.net/jobs/
Caspio,Enterprise Software,Private,-1,150,-1,-1.0,https://www.caspio.com/careers/
Catalant,Computer Software,private,-1,-1,-1,-1.0,https://www.catalent.com/careers/students-grads/
"Catalyst Repository Systems, Inc.","legal,computer software,e-discovery",Subsidiary,-1,170,-1,-1.0,https://www.zippia.com/catalyst-repository-systems-careers-1407027/
Causata,"customer experience management software,Marketing automation",Private,2009,-1,-1,-1.0,https://www.mckinsey.com/careers/students
"Cellport Systems, Inc.",,Private Corporation,1992,-1,-1,-1.0,https://studentjobs.wisc.edu/
Center for Advanced Public Safety,,Research Unit,-1,-1,-1,-1.0,"https://www.glassdoor.com/Overview/Working-at-Center-for-Advanced-Public-Safety-EI_IE724973.11,44.htm"
CenterSpace Software LLC.,,Private,-1,-1,-1,-1.0,https://www.lockheedmartinjobs.com/college-students
"Centro, Inc.","Online advertising,real-time bidding,digital media",,-1,-1,-1,-1.0,http://www.centroinc.com/career/
Cepstral LLC,Speech synthesis,,-1,-1,-1,-1.0,https://www.pgcareers.com/
"Ceridian HCM, Inc.",SaaS HCM Software,Public,-1,5200,824100000,91.04000091552734,https://www.ceridian.com/careers
Cerner Corporation,"Health Care,Information Technology",Public,-1,27400,5700000000,72.4000015258789,https://careers.cerner.com/students-graduates
"Cerulean Studios, LLC.",Software,Limited Liability Company,-1,9,-1,-1.0,https://careers.microsoft.com/us/en/
ChannelAdvisor,e-commerce,Public,2001,642,130000000,15.199999809265137,https://www.channeladvisor.com/careers/
Check Point Software Technologies Ltd.,"Security software,Computer hardware",Public,-1,5200,1995000000,121.2300033569336,https://careers.checkpoint.com/index.php?m=careers&a=jobs&country_code=BE
"Chef Software, Inc.",Computer software,Private,-1,-1,-1,-1.0,https://www.culinaryschools.org/career-info/
Cherry GmbH,"Electronic switch,es,Computer hardware",Corporation,-1,380,250000000,-1.0,https://cherryamericas.com/about-cherry/jobs.html
Cherwell Software,Enterprise software,Private,-1,-1,-1,-1.0,https://www.cherwell.com/about/careers/
Chrome River,"Software as a service,Software-as-a-service",,-1,350,-1,-1.0,https://www.chromeriver.com/careers
Cigital,software security,Public,-1,400,-1,-1.0,https://www.synopsys.com/company/synopsys-careers.html
"Cincom Systems, Inc.","Computer software,IT Services",Private,-1,-1,-1,-1.0,https://www.cincom.com/us/company/careers
CipherGraph Networks Inc.,Software,Privately held company,-1,-1,-1,-1.0,https://www.aenetworks.com/careers
Circle Commerce,Software,,-1,-1,-1,-1.0,https://www.circle.com/en/careers
Ciright Systems,Information Technology Services Saas/PaaS Cloud Computing,Private,-1,-1,-1,-1.0,https://careers.smartrecruiters.com/Ciright
Cisco Webex,"Videoconferencing,Web conferencing",,-1,10000,380000000,-1.0,https://www.cisco.com/c/en/us/about/careers/working-at-cisco/students-and-new-graduate-programs.html
Citrix Online,Software,Subsidiary,1997,-1,-1,-1.0,https://www.citrix.com/careers/university-recruiting/
"Citrix Systems, Inc.","Cloud computing,Computer software",Public,-1,8200,3010000000,119.41999816894531,https://jobs.citrix.com/
CivicPlus,Web development,Private,-1,-1,-1,-1.0,https://www.civicplus.com/careers
Clarifai,Computer Vision,Private,-1,90,-1,-1.0,https://www.clarifai.com/careers
Claris International Inc.,Software,Subsidiary,-1,300,-1,-1.0,https://www.mckinsey.com/careers/students
"Clarizen, Inc.",Software,Privately held,-1,-1,-1,-1.0,https://www.clarizen.com/about/careers/
ClassRanked.com,"Education,EdTech,Review site",,-1,-1,-1,-1.0,https://www.wraltechwire.com/2019/08/20/classranked-com-a-duke-student-launched-ratings-site-expands-footprint-to-other-us-campuses/
"ClearSlide, Inc.",Enterprise Software,,-1,-1,-1,-1.0,https://www.clearslide.com/careers/
ClearTrial,"Clinical trials,Clinical trial,software",Private,-1,50,-1,-1.0,https://www.oracle.com/corporate/acquisitions/cleartrial/
Cleo,Software,Privately held company,-1,300,-1,-1.0,https://hicleo.com/careers/
"ClickSoftware, A Salesforce Company","Business software,Field Service Management,Workforce Management",,-1,700,126200000,-1.0,https://www.salesforce.com/company/careers/
Clinkle,Mobile payments,Privately held company,-1,-1,-1,-1.0,https://angel.co/company/clinkle
ClockworkMod Recovery,,,-1,-1,-1,-1.0,https://www.mckinsey.com/careers/students
CloudApp Screen Recorder,Cloud Computing,,-1,-1,-1,-1.0,https://www.getcloudapp.com/careers
"CloudBees, Inc.","Continuous delivery software based on,Jenkins,Jenkins CI",Private,-1,-1,-1,-1.0,https://www.indeed.com/cmp/Cloudbees
"CloudEndure, Inc.","Software,Computer Software,Information Technology,Cloud Computing",,-1,-1,-1,-1.0,https://www.cloudendure.com/
CloudHealth by VMware,Software,Subsidiary,-1,280,-1,-1.0,https://www.cloudhealthtech.com/careers
"CloudSight, Inc.","Internet,Computer Software,Computer Vision",Private,2012,-1,-1,-1.0,https://angel.co/company/cloudsightai/jobs
"Cloudera, Inc.",Software Development,Public,2008,3000,794000000,10.479999542236328,https://www.cloudera.com/careers/teams/university-recruiting.html
Cloudinary,Technology,Private,-1,200,-1,-1.0,https://cloudinary.com/jobs
Cloudwords,software,,2010,-1,-1,-1.0,https://www.cloudwords.com/blog/cloudwords-university-enroll-now
Clover Health,Health Care,Private,-1,-1,-1,-1.0,https://www.cloverhealth.com/en/about-us/current-openings
"Clover Network, Inc.",Point of sale,Private,2012,200,-1,-1.0,https://careers.clover.com/
"Clubhouse Software, Inc.",Software,Private,-1,50,-1,-1.0,https://clubhouse.io/careers/
"Cockroach Labs, Inc.",Software,Private,2015,-1,-1,-1.0,https://www.cockroachlabs.com/careers/
Coda,,,-1,-1,-1,-1.0,https://angel.co/company/coda-io-1/jobs
"Code Dx, Inc.","Computer software,Development testing,Software assurance",Private,2015,-1,-1,-1.0,https://codedx.com/about-us/careers-code-dx/
Code Rebel Corporation,"Software,Computer Software",Public,-1,-1,-1,5.869999885559082,https://www.unlv.edu/careerservices
Code42,Software,Private,-1,-1,-1,-1.0,https://www.code42.com/careers/
CodeWeavers,Computer software,Private,-1,30,-1,-1.0,https://www.codeweavers.com/about/jobs
Cofio Software Incorporated,Computer software,,-1,-1,-1,-1.0,https://www.mckinsey.com/careers/students
"Cogent Systems, Inc.",Security,Subsidiary,-1,365,-1,-1.0,https://www.cogentco.com/en/about-cogent/careers
Coherent Solutions,"Software development,Software testing,Software maintenance,IT consulting,Web development",Private,-1,800,-1,-1.0,https://www.coherent-solutions.com/about-us/career-opportunities/
CollabNet VersionOne,Software Company,Private,1999,-1,-1,-1.0,https://www.collab.net/company/careers
CollaborateMD,Software,Private,1999,-1,-1,-1.0,https://www.collaboratemd.com/about-us/careers/
"Collaborative Drug Discovery, Inc.","Life sciences,informatics",Private,-1,-1,-1,-1.0,https://www.collaborativedrug.com/about/careers/
Cologix,Data center management,,2010,-1,-1,-1.0,https://www.cologix.com/company/careers/
Commence Corporation,Computer software,Privately Held Corporation,-1,-1,-1,-1.0,https://www.credit-suisse.com/careers/en/career-opportunities/students-and-graduates.html
CommerceHub,"E-commerce,drop shipping",Private,-1,-1,-1,-1.0,https://www.commercehub.com/careers/
"Commvault Systems, Inc.",Information technology,Public,1996,2300,711000000,43.5099983215332,https://careers.commvault.com/
"Comodo Security Solutions, Inc.",Computer software,Private,-1,1200,-1,-1.0,https://www.comodo.com/careers.php
"Composite Software, Inc.",Computer software,,2001,-1,-1,-1.0,https://www.adobe.com/careers/university.html
CompuCom Systems Inc.,Information Technology Services,,1987,8000,-1,-1.0,https://www.compucom.com/compucom-careers
"CSSI Technologies, Inc.",Technology,Corporation,-1,20,-1,-1.0,https://www.indeed.com/q-Student-Support-Services-jobs.html
Compuware Corporation,Information technology,Subsidiary,-1,-1,-1,-1.0,https://www.compuware.com/careers/
"Comverse Technology, Inc.",Computer software,CMVT}} ),-1,4500,1590000000,-1.0,https://www.zippia.com/comverse-careers-995903/
Concentric Sky,,Privately held company,-1,-1,-1,-1.0,https://www.concentricsky.com/team/careers
Concursive,software,,2000,-1,-1,-1.0,https://www.producthood.com/product/concursive-suite/
Conductor,Digital marketing,Private,-1,-1,-1,-1.0,https://www.conductor.com/careers/
Condusiv Technologies,Computer software,Privately held company,-1,-1,-1,-1.0,https://www.indeed.com/cmp/Condusiv-Technologies
Connectbeam,Enterprise social software,Private,-1,-1,-1,-1.0,https://careers.linkedin.com/students
Conservis Corporation,Agriculture,,-1,-1,-1,-1.0,https://conservis.ag/farm-management-software-company/careers/
Console Connect,"Computer software,Software-defined networking",Private,-1,-1,-1,-1.0,https://careers.usc.edu/connectsc/
Consona Corporation,Software,Private,-1,700,-1,-1.0,https://vsolvit.lensa.com/consona/jobs/c/2e6fb22fa615f78360ca54c0c4a8fb1e3a02140a
Contact Telecom,"Telecommunications,IT services",Privately held company,-1,-1,-1,-1.0,https://www.telekom.com/en/careers
"Context Labs, BV","Software,Information Technology",Privately owned,-1,-1,-1,-1.0,https://www.contextlabs.com/careers
Conversica,,,-1,250,-1,-1.0,https://www.conversica.com/careers/
Conversocial,Software,Private,2009,-1,-1,-1.0,https://www.conversocial.com/about/careers
Convoy,Trucking software,,-1,-1,-1,-1.0,https://convoy.com/convoy-careers/
Cooliris,,,-1,-1,-1,-1.0,https://www.usajobs.gov/Help/working-in-government/unique-hiring-paths/students/
"Coradiant, Inc.",,Private,-1,-1,-1,-1.0,https://www.mckinsey.com/careers/students
"Core International, Inc","Computer hardware,Computer software",Private,-1,-1,-1,-1.0,https://www.internationalstudent.com/jobsearch/
Corona Labs,,,-1,-1,-1,-1.0,https://coronalabs.com/jobs/
Coskata,Renewable Energy,Private,-1,-1,-1,-1.0,"https://www.glassdoor.com/Overview/Working-at-Coskata-Inc-EI_IE147308.11,22.htm"
Coupa Software Inc.,Internet Software & Services,,-1,2000,-1,-1.0,https://www.coupa.com/careers/
"Coursera, Inc.",E-learning,Online education,-1,1792,-1,-1.0,https://about.coursera.org/careers/
CoverMyMeds,Health informatics,Subsidiary,-1,-1,-1,-1.0,https://experience.covermymeds.com/
"Coverity, Inc. - A Synopsys Company","Security Testing,Static_program_analysis,Static&nbsp;Program&nbsp;Analysis,Software_development,Software&nbsp;Development",Public,-1,250,-1,57.34000015258789,https://www.synopsys.com/company/synopsys-careers.html
Covisint,Information Technology,Subsidiary,-1,180,-1,-1.0,https://www.mckinsey.com/careers/students
Achilles Guard Inc.,,,-1,-1,-1,-1.0,https://www.cisa.gov/careers
"CrowdOptic, Inc.","Software,Medical technology,Computer hardware",Private company,-1,-1,-1,-1.0,https://www.careeronestop.org/
Cullinet,Software company,,-1,-1,-1,-1.0,https://www.mckinsey.com/careers/students
Cupcake Digital Inc.,Children’s Mobile Applications,Private,-1,50,-1,-1.0,https://jobs.careerbeacon.com/employer-profile/company-3080703123
Cvent,Software for planning managing and hosting in-person virtual and hybrid events conferences and meetings,Private,-1,3600,-1,-1.0,https://www.cvent.com/en/careers
"CyberArk Software, Inc.",Software,Public,1999,1380,343000000,57.34000015258789,https://careers.cyberark.com/
Yara Shahidi,,,-1,-1,-1,-1.0,http://www.cybersoft.net/pages/careers/careers.html
"Cyfe, Inc.","Business Intelligence,Business Analysis,Software",Private,-1,-1,-1,-1.0,https://angel.co/company/cyfe/jobs
DAT/EM Systems International,,Private,1985,-1,-1,-1.0,https://www.datem.com/
DB Networks,"Technology,Information Security",,-1,-1,-1,-1.0,https://www.db.com/careers/en/grad/index.html
"DDC-I, Inc.","Life-critical system,safety-critical,embedded software",Privately held,1985,-1,-1,-1.0,https://ddcinstitute.com/hire-our-students/
Developers' Interface Guide for 64-bit Intel Architecture Servers,"Firmware,operating system,Computer hardware,Hardware,Application software,Application",Collaborative trade organization,-1,-1,-1,-1.0,https://www.mckinsey.com/careers/students
DotNetNuke,,,-1,-1,-1,-1.0,https://www.dnnsoftware.com/about/careers
DTV Innovations,software,Privately held company,2002,-1,-1,-1.0,http://www.dtvinnovations.com/careers
LG Uplus Corp.,Telecommunication,Public,-1,4987,-1,22.979999542236328,https://www.mckinsey.com/careers/students
Daegis Inc.,"Software,Computer programming,Programming",Subsidiary,-1,140,31000000,-1.0,https://www.opentext.com/products-and-solutions/products/opentext-product-offerings-catalog/rebranded-products/daegis
Daily Journal Corporation,"Publishing,Technology",Public,1986,250,48700000,275.80999755859375,https://dailyjournal.com/job_listings
Daintree Networks,Wireless Building Control,Private,-1,-1,-1,-1.0,https://careernetwork.msu.edu/
Dakota Software Corporation,"Environment Health and Safety,software",Private,-1,-1,-1,-1.0,https://www.dakotasoft.com/company/career-opportunities
Daniel Cane,,,-1,-1,-1,-1.0,https://alejandrocremades.com/daniel-cane/
"Daon, Inc.","Software,Biometrics",Private,-1,-1,-1,-1.0,https://www.daon.com/company/careers
Data Applied,software,,-1,-1,-1,-1.0,https://www.usajobs.gov/Help/working-in-government/unique-hiring-paths/students/
Data Domain Corporation,"data deduplication,deduplication",Subsidiary,-1,-1,-1,-1.0,https://jobs.cigna.com/us/en/job/20017208/Data-Analyst-Provider-Data-Domain
DataArt Solutions Inc,,Business network of private companies,-1,3000,-1,-1.0,https://www.dataart.com/about-dataart/careers
DataGravity Inc.,Industry data management Security software,Private limited company,2012,-1,-1,-1.0,https://careers.linkedin.com/students
"DataSage, Inc.","data mining,personalization,clickstream,forecasting",Privately Held,1997,120,-1,-1.0,https://www.dice.com/jobs/q-Entry+Level+Datastage+Developer-jobs
DataTreasury,,Private,-1,2,-1,-1.0,https://careers.jpmorgan.com/us/en/students
"DataViz, Inc.",Software,Subsidiary,-1,-1,-1,-1.0,https://www.bestcolleges.com/careers/technology/data-visualization/
"Databricks, Inc.","Software,Computer software",Private,-1,1442,-1,-1.0,https://databricks.com/company/careers
Datacap Inc. - An IBM Company,Computer software,Private,-1,55,-1,-1.0,https://www.usajobs.gov/Help/working-in-government/unique-hiring-paths/students/
"Datadog, Inc.","Event monitoring,System Monitoring",Public,-1,1200,-1,110.33999633789062,https://www.datadoghq.com/careers/
Datalight,Computer software,Private,1983,29,-1,-1.0,https://www.usajobs.gov/Help/working-in-government/unique-hiring-paths/students/
Datalogic S.p.A.,Electronics,Holding (,-1,0,-1,-1.0,https://www.datalogic.com/eng/company/careers-ca-26.html
